Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2011/01/N/HS4/04414,Mechanizmy pozyskiwania i aktualizacji wiedzy w organizacjach typu born global,3,1,0,"notebook Sony Vaio VPC-YB3V1E, dyktafon cyfrowy - Olympus DM-650, czytnik e – book amazon kindle touch",3286,3,Kaja Prystupa-Rządca,mgr,Akademia Leona Koźmińskiego,mazowieckie
2011/01/N/HS4/04418,Alians jako strategia rozwoju polskich przedsiębiorstw w sektorach technologio i wiedzo- intensywnych: współpraca interkulturowa.,3,1,3,,0,0,Monika Golonka,dr inż.,Akademia Leona Koźmińskiego,mazowieckie
2011/01/N/HS4/06135,Regionalne zróżnicowanie przemian struktury rolnictwa w Polsce w warunkach integracji z Unią Europejską,3,2,0,Zestaw komputerowy z oprogramowaniem,6723,1,Anna Rzeszutko,mgr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Ekonomiczno-Społeczny",wielkopolskie
2011/01/N/HS4/01386,Analiza wzrostu gospodarczego i produktywności w Unii Europejskiej z wykorzystaniem bayesowskich modeli granicznych,1,0,0,"Monitor, Matlab & Statistics Toolbox (w tym odnawianie licencji w 2013 i 2014 roku), Microsoft Office 2010 Professional, Urządzenie wielofunkcyjne (drukarka + skaner), Komputer przenośny",12066,5,Kamil Makieła,dr,"POLITECHNIKA ŚWIĘTOKRZYSKA, Wydział Zarządzania i Modelowania Komputerowego",świętokrzyskie
2011/01/N/HS6/04050,Rola poznawcza gestów w języku dzieci niewidomych i niedowidzących.,0,4,0,"Komputer przenośny - laptop, Statyw (2 szt.), Kamera cyfrowa mocowana do statywu (2 szt.)",4739,3,Anna Jelec,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",wielkopolskie
2011/01/N/HS2/03403,Badanie i opracowanie zapraw iniekcyjnych do konserwacji odspojonych malowideł ściennych na podłożu wapiennym,0,0,3,"Waga Vibra AJH-620, Pehametr z wymiennymi elektrodami",11561,2,Karina Niedzielska,mgr,"AKADEMIA SZTUK PIĘKNYCH IM.JANA MATEJKI W KRAKOWIE, Wydział Konserwacji i Restauracji Dzieł Sztuki",małopolskie
2011/01/N/HS1/04593,"Przygotowanie edycji krytycznej trzeciej części (qu.11-15) komentarza Marsyliusza z Inghen do trzeciej księgi ""Sentencji"" Piotra Lombarda.",0,4,0,Laptop Samsung NP300E7A,0,1,Romuald Żurek,mgr,Towarzystwo Naukowe Katolickiego Uniwersytetu Lubelskiego Jana Pawła II,lubelskie
2011/01/N/HS6/00690,Schadenfreude i niechęć - analiza psychologiczna emocji składających się na reakcje emocjonalne na cudze wyniki oraz konstrukcja skali służącej do pomiaru tych reakcji,4,0,0,,0,0,Agnieszka Pietraszkiewicz,dr,Szkoła Wyższa Psychologii Społecznej w Warszawie,mazowieckie
2011/01/N/HS6/04285,Czy duma to emocja pozytywna? Społecznie niepożądane konsekwencje doświadczania dumy,2,0,0,Komputer przenośny + drukarka,4499,1,Jakub Kryś,mgr,Szkoła Wyższa Psychologii Społecznej w Warszawie,mazowieckie
2011/01/N/HS6/00396,Rola zniekształceń poznawczych w etiologii sprawstwa wykorzystania seksualnego dziecka,2,0,0,Laptop Samsung Seria 7 NP700Z5A-S02PL,3778,1,Filip Szumski,dr,"Uniwersytet im. Adama Mickiewicza, Wydział Nauk Społecznych",wielkopolskie
2011/01/N/HS5/01027,Polityka społeczna wobec osób starszych w perspektywie międzynarodowej,2,0,0,Zestaw komputerowy (laptop i urządzenie wielofunkcyjne: drukarka i skaner),3614,1,Kaja Zapędowska-Kling,dr,"Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych, Katedra Studiów Transatlantyckich i Mediów Masowych",łódzkie
2011/01/N/HS4/03077,Konwergencja w krajach i regionach Unii Europejskiej,12,2,0,"Komputery przenośne (2 szt.), Licencja na oprogramowanie (2 szt.), Baza danych",11748,3,Maciej Grodzicki,mgr,"Uniwersytet Jagielloński, Wydział Zarządzania i Komunikacji Społecznej",małopolskie
2011/01/N/HS2/02108,"""Claudii Salmasii, eruditorum principis, vita"" Filiberta de la Mare. Wydanie krytyczne ze wstępem i komentarzem.",2,0,0,Czytnik elektroniczny,0,1,Antoine Haaker,mgr,"Uniwersytet Wrocławski, Wydział Filologiczny",dolnośląskie
2011/01/N/HS2/03256,Płeć i naród. Kultura społecznej zmiany w Polsce po 1989 roku,1,3,1,Dyktafon OLYMPUS WS-750M,399,1,Agnieszka Mrozik,mgr,INSTYTUT BADAŃ LITERACKICH PAN,mazowieckie
2011/01/N/HS3/00625,Hades. Królestwo umarłych w wierzeniach starożytnych Greków epoki archaicznej i klasycznej,1,1,0,"Oprogramowanie Microsoft Office dla Mac, Komputer przenośny MacBook Pro + Apple Time Capsule",7239,2,Karolina Sekita,mgr,"Uniwersytet Warszawski, Wydział Polonistyki",mazowieckie
2011/01/N/HS2/03305,Julia Dickstein-Wieleżyńska (1881-1943). Monografia dokumentacyjna,2,0,3,"Drukarka laserowa HP LaserJet P1102w, Aparat cyfrowy Canon Powershot A3000 IS ze statywem",858,2,Mariola Wilczak,mgr,Instytut Badań Literackich PAN,mazowieckie
2011/01/N/HS4/07386,Zastosowanie teorii gier we wspomaganiu logistycznych decyzji strategicznych w łańcuchach dostaw,1,0,1,Notebook,3321,1,Andrzej Rzeczycki,mgr,"Uniwersytet Szczeciński, Wydział Zarządzania i Ekonomiki Usług",zachodniopomorskie
2011/01/N/HS3/02697,Zdrada małżeńska w rodzinie ziemiańskiej w XIX wieku,1,1,0,Nie przewidziałam zakupu aparatury naukowo-badawczej.,0,1,Nina Kapuścińska-Kmiecik,dr,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny",łódzkie
2011/01/N/HS2/03885,Edycja spuścizny literackiej biskupa płockiego Erazma Ciołka,2,1,0,"Komputer przenośny wraz z oprogramowaniem i osprzętem, Aparat cyfrowy, Dysk przenośny, Drukarka laserowa, Pendrive",4826,5,Ałła Brzozowska,dr,Polskie Towarzystwo Filologiczne,małopolskie
2011/01/N/HS4/01338,Przedsiębiorczość pracownicza w regionie łódzkim i jej wpływ na efektywność przedsiębiorstw,0,0,2,,0,0,Dorota Łochnicka,mgr,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny",łódzkie
2011/01/N/HS3/01007,Izates i Helena z Adiabene. Orientalni królowie i królowe pomiędzy rodzimą tradycją a judaizmem.,0,0,0,,0,0,Michał Marciak,mgr,Uniwersytet Jagielloński,małopolskie
2011/01/N/HS5/01419,Typologia relacji między organizacjami pozarządowymi w Polsce,1,1,1,,0,0,Agnieszka Kaim,mgr,"Szkoła Wyższa Psychologii Społecznej w Warszawie, Wydział Nauk Humanistycznych i Społecznych",mazowieckie
2011/01/N/HS2/04202,"Postminimalizm w sztukach wizualnych w latach 1985-2000. Artyści wobec dziedzictwa minimalizmu. Roni Horn, Felix Gonzalez-Torres, Derek Jarman.",1,1,0,,0,0,Wojciech Szymański,dr,Fundacja No Local,małopolskie
2011/01/N/HS4/05605,Skala i formy przedsiębiorczości destruktywnej w podmiotach gospodarczych w Polsce,2,1,0,,0,0,Małgorzata Bielenia,mgr inż.,"POLITECHNIKA GDAŃSKA, WYDZIAŁ ZARZĄDZANIA I EKONOMII",pomorskie
2011/01/N/HS4/07595,Ekonomiczne skutki wybranych instrumentów Wspólnej Polityki Rolnej w Polsce,0,0,0,,0,0,Magdalena Józefecka,mgr inż.,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Nauk Ekonomicznych",mazowieckie
2011/01/N/HS6/02221,Wpływ wrażeń dotykowych na procesy uwagowe - mechanizm działania w kontekście arteterapii,1,0,0,,0,0,Maja Stańko-Kaczmarek,mgr,"Uniwersytet im. Adama Mickiewicza, Wydział Nauk Społecznych",wielkopolskie
2011/01/N/HS4/01309,Rola klastrów innowacyjnych w budowaniu konkurencyjności regionu na przykładzie kraju związkowego Badenia - Wirtembergia oraz województwa wielkopolskiego.,1,0,3,,0,0,Aleksandra Kania,mgr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Gospodarki Międzynarodowej",wielkopolskie
2011/01/N/HS4/04977,Odpowiedzialne inwestowanie na rynku nieruchomości w Polsce- bariery i możliwości dla inwestorów,0,1,0,,0,0,Dominika Brodowicz,mgr,"SZKOŁA GŁÓWNA HANDLOWA, Kolegium Nauk o Przedsiębiorstwie",mazowieckie
2011/01/N/HS6/05014,Procesy tworzenia się (konstruowania) małego narodu (kulturowego) na przykładzie obiegowo nazywanej mniejszości ukraińskiej w województwie podlaskim.,0,2,2,,0,0,Andrzej Nikitorowicz,dr,Wyższa Szkoła Administracji Publicznej im. Stanisława Staszica w Białymstoku,podlaskie
2011/03/N/HS1/00469,Uzasadnienia teorii sprawiedliwości: dziedzictwo Rawlsa,0,0,0,,0,0,Sebastian Szymański,mgr,Instytut Filozofii i Socjologii PAN,mazowieckie
2011/03/N/HS1/01694,Rola Kościoła w porządkowaniu życia społecznego w Cesarstwie Rzymskim w świetle epistolografii łacińskiej przełomu IV i V wieku (formacja formatorów).,0,0,0,,0,0,Michał Krawczyk,mgr,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Teologii",lubelskie
2011/03/N/HS1/01703,Ucieleśnienie poznania muzycznego,4,0,0,,0,0,Jakub Matyja,mgr,Instytut Filozofii i Socjologii PAN,mazowieckie
2011/03/N/HS1/01704,"Ujawnianie polityczności. Związki pomiędzy filozofią, estetyką, polityką i sztuką w projekcie ""Le Partage du sensible"" Jacquesa Ranciere'a.",3,0,0,,0,0,Łukasz Andrzejewski,mgr,"Uniwersytet Wrocławski, Wydział Nauk Społecznych",dolnośląskie
2011/03/N/HS1/04591,"Gilbert Ryle a współczesna debata dotycząca ""wiedzy jak""",2,0,0,,0,0,Bolesław Czarnecki,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2011/03/N/HS2/00853,Twórczość Amanda Ivanschiza (1727-1758) w kontekście przemian stylistycznych na przełomie baroku i klasycyzmu - monografia i katalog tematyczny dzieł wszystkich,2,2,0,"Drukarka, Aparat cyfrowy, Pakiet biurowy MS Office (2 szt.), Edytor nutowy Finale 2012 (2 szt.), Laptopy (2 szt.)",9959,5,Maciej Jochymczyk,dr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2011/03/N/HS2/01115,Recepcja mitu o Narcyzie w kulturze Zachodu. Pożądanie narcystyczne a samopoznanie,0,2,0,,0,0,Agnieszka Gotchold,dr,"Uniwersytet Warszawski, Wydział ""Artes Liberales""",mazowieckie
2011/03/N/HS3/00925,Zapinki z wczesnego okresu wpływów rzymskich (fibule grup II-IV wg klasyfikacji Oscara Almgrena) na obszarze kultury Dollkeim-Kovrovo. Studia nad rolą fibul jako wyznacznika chronologiczno-kulturowo-etnicznego.,2,0,0,"Aparat fotograficzny (body z obiektywem), Skaner Canon CanoScan LiDE 700F, Filtr - Hoya 55 mm, Obiektyw, Statyw + głowica, Karta pamięci, Lampa błyskowa (2 szt.), Ładowarka automatyczna i cztery baterie akumulatorki, Filtr - Hoya 52 mm",8193,9,Agata Chilińska-Früboes,mgr,"Uniwersytet Warszawski, Wydział Historyczny",mazowieckie
2011/03/N/HS4/03145,Wpływ rewitalizacji terenów poprzemysłowych na kształtowanie przestrzeni publicznej w centrum miasta - identyfikacja czynników w świetle teorii rozwoju miast. Angielsko-francusko-polskie studium porównawcze.,2,7,2,"Notebook Sony NP530U3C-A05PL, Aparat cyfrowy Sony SLT-A65VK+",6489,2,Jarosław Kazimierczak,dr,"UNIWERSYTET ŁÓDZKI, WYDZIAŁ NAUK GEOGRAFICZNYCH",łódzkie
2011/03/N/HS4/03888,Zarządzanie zaufaniem międzyorganizacyjnym w łańcuchach dostaw w budownictwie,4,1,0,,0,0,Urszula Ryciuk,dr,"Politechnika Białostocka, Wydział Zarządzania",podlaskie
2011/03/N/HS5/03833,Informatyczny model międzynarodowych stosunków energetycznych oraz bezpieczeństwa energetycznego państw i regionów,0,0,0,,0,0,Agnieszka Rządkowska,mgr,"Uniwersytet Wrocławski, Wydział Nauk Społecznych",dolnośląskie
2011/03/N/HS6/02798,Wpływ wybranych własności treningu neurofeedback na efektywność kontroli fal sensomotorycznych w interfejsach mózg- komputer (BCI),1,0,0,"interfejs mózg-komputer przeznaczony do nauki kontroli fal sensomotorycznych w wyniku treningu neurofeedback Emotiv EPOC Education SDK, czepki EEG, Fotostymulator",17635,3,Dariusz Zapała,mgr,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Nauk Społecznych",lubelskie
2011/03/N/HS6/03095,Rozumienie kierunkowości u dzieci a formowanie związków liczby z przestrzenią,1,0,0,Notebook z ekranem dotykowym,4428,1,Katarzyna Patro,mgr,"Uniwersytet Warszawski, Wydział Psychologii",mazowieckie
2011/03/N/HS6/03224,Polscy rolnicy ekologiczni - nowy model relacji pomiędzy przyrodą a społeczeństwem,0,0,0,,0,0,Anna Bereś,mgr,Państwowy Instytut Naukowy - Instytut Śląski w Opolu,opolskie
2011/03/N/HS6/03267,Bezradność w sprawach opiekuńczo-wychowawczych - społeczne konstruowanie i zarządzanie problemem społecznym,2,1,0,,0,0,Iwona Kudlińska,mgr,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny",łódzkie
2011/03/N/HS6/05153,Rozwój wyobraźni twórczej na etapie edukacji przedszkolnej i wczesnoszkolnej- badanie podłużne,7,3,0,"Program Parscale 4, Program XCalibre",1539,2,Dorota Jankowska (wcześniej Dziedziewicz),dr,"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej, Wydział Nauk Pedagogicznych",mazowieckie
2012/05/N/HS2/00331,Głos zemsty. Mścicielki w dramacie angielskim doby renesansu.,3,0,1,,0,0,Anna Kowalcze-Pawlik,mgr,"Uniwersytet Jagielloński, Wydział Filologiczny",małopolskie
2012/05/N/HS2/01151,Recepcja Bizancjum w polskim piśmiennictwie o sztuce XIX wieku,0,0,0,,0,0,Jacek Maj,mgr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2012/05/N/HS2/02639,Słowniki francusko-polskie i polsko-francuskie XVIII wieku. Analiza metaleksykograficzna,4,1,0,,0,0,Marcin Jakubczyk,dr,"Uniwersytet Jagielloński, Wydział Filologiczny",małopolskie
2012/05/N/HS2/02691,Ekonomia i literatura. Związki między logiką ekonomii a literacką mimesis.,0,0,0,,0,0,Michał Sowiński,mgr,"Uniwersytet Jagielloński, Wydział Polonistyki",małopolskie
2012/05/N/HS2/03112,Żydowska literatura piękna w polskim repertuarze wydawniczym XX w. (edycje książkowe przekładów z języków hebrajskiego i jidysz),2,2,0,Przenośny komputer z oprogramowaniem i drukarką,3199,1,Monika Jaremków,mgr,"Uniwersytet Wrocławski, Wydział Filologiczny",dolnośląskie
2012/05/N/HS2/03145,"Edycja krytyczna traktatu ""Roma instaurata"" Flavia Bionda",0,0,0,,0,0,Weronika Sygowska-Pietrzyk,mgr,"Uniwersytet Warszawski, Wydział Polonistyki",mazowieckie
2012/05/N/HS3/00968,Rewizjoniści marksizmu w Polskiej Rzeczpospolitej Ludowej w latach 1956-1968.,0,0,0,,0,0,Bartłomiej Kapica,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Historyczny",wielkopolskie
2012/05/N/HS3/01391,Opracowanie dokumentacji dipinti budowlanych odkrytych na terenie świątyń Hatszepsut i Tuthmosisa III w Deir el-Bahari,0,0,0,,0,0,Dawid Wieczorek,mgr,Instytut Kultur Śródziemnomorskich i Orientalnych PAN,mazowieckie
2012/05/N/HS3/01533,Przełom paleolitu środkowego i górnego na przedpolu Bramy Morawskiej. Multidyscyplinarne badania stanowiska kultury szeleckiej Lubotyń 11 w południowej części Płaskowyżu Głubczyckiego.,1,0,3,,0,0,Dariusz Bobak,mgr,"Uniwersytet Rzeszowski, Wydział Socjologiczno-Historyczny",podkarpackie
2012/05/N/HS3/01636,"Monografia ""Adolf Chybiński w kręgu lwowskich muzykologów""",4,2,0,"Skaner, Aparat fotograficzny (cyfrowy), Laptop,, Sandisk Ultra SDXC, Drukarka, Dysk zewnętrzny 2",5253,6,Michał Piekarski,mgr,Instytut Historii Nauki im. Ludwika i Aleksandra Birkenmajerów PAN,mazowieckie
2012/05/N/HS3/01642,Związek Sowiecki w polityce Hiszpanii w okresie drugiej wojny światowej,0,1,0,-,0,1,Bartosz Kaczorowski,dr,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny",łódzkie
2012/05/N/HS3/01733,Prowincja Egiptu od Synaju do Pierwszej Katarakty w czasach Hatszepsut,2,0,0,,0,0,Jadwiga Iwaszczuk,mgr,Instytut Kultur Śródziemnomorskich i Orientalnych PAN,mazowieckie
2012/05/N/HS3/01953,Duchowni w społeczeństwie miejskim średniowiecznych Prus,5,2,0,"Aparat cyfrowy, Komputer przenośny - netbook",3253,2,Marcin Sumowski,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",kujawsko-pomorskie
2012/05/N/HS4/00191,Międzynarodowa współpraca na rzecz rozwoju - wkład Indii.,4,1,1,,0,0,Marcin Nowik,mgr,"Uniwersytet Ekonomiczny we Wrocławiu, Wydział Nauk Ekonomicznych",dolnośląskie
2012/05/N/HS4/00209,Determinanty zmian w poziomie i strukturze bezrobocia w Polsce w latach 1993-2012.,1,2,0,Laptop,3444,1,Michał Pilc,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Ekonomii",wielkopolskie
2012/05/N/HS4/00654,Wycena programów opcji menedżerskich w warunkach niezupełności rynku oraz badanie wpływu programu motywacyjnego na kurs akcji,1,0,4,MATLAB,6432,1,Michał Łukowski,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Ekonomii",wielkopolskie
2012/05/N/HS5/01589,Ciężar dowodu w prawie pracy,10,2,7,laptop,3287,1,Aneta Tyc,mgr,"Uniwersytet Łódzki, Wydział Prawa i Administracji",łódzkie
2012/05/N/HS5/02418,Rola prezydencji w Radzie UE na przykładzie polityki rozszerzeniowej Unii Europejskiej,1,1,0,,0,0,Aleksandra Saczuk,mgr,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych",mazowieckie
2012/05/N/HS5/02557,Sąd Najwyższy w Izraelu,1,1,0,"Oprogramowanie pakiet Microsoft Office Home and Student, Dysk zewnętrzny, Skaner ręczny, Laptop, Drukarka laserowa",0,5,Anna Rataj,dr,"Uniwersytet Jagielloński, Wydział Prawa i Administracji",małopolskie
2012/07/N/HS2/00963,Analiza porównawcza suahilijskich i polskich ustnych opisów zdarzeń. Perspektywa semantyczna i morfosyntaktyczna.,1,0,0,"Laptop klasy DURABOOK S15C z systemem operacyjnym oraz oprogramowaniem, Rejestrator dźwięku OLYMPUS LS-11, słuchawki klasy Denon AH-D310",6731,3,Agnieszka Schönhof-Wilkans,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Neofilologii",wielkopolskie
2012/07/N/HS2/01249,Polska poezja metafizyczna i religijna w XX i XXI wieku.,2,2,3,,0,0,Edyta Sołtys-Lewandowska,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Filologii Polskiej i Klasycznej",wielkopolskie
2012/07/N/HS2/02747,"Niefabularna proza Ignacego Krasickiego: kazania, ""Monitor"", ""Uwagi""",2,1,0,aparat fotograficzny np. model: Olympus touch TG-1,1294,1,Klara Leszczyńska-Skowron,mgr,Instytut Badań Literackich PAN,mazowieckie
2012/07/N/HS3/00864,"Ormianie katolicy w Armenii i Gruzji: historia, pamięć, tożsamość.",1,1,0,,0,0,Konrad Siekierski,mgr,"Uniwersytet Papieski Jana Pawła II w Krakowie, Wydział Historii i Dziedzictwa Kulturowego",małopolskie
2012/07/N/HS3/00876,Wpływ I wojny światowej na ludność miasta Krakowa. Historyczno-demograficzne studium związku wojny i stosunków ludnościowych.,3,0,0,"Oprogramowanie MS Office 2007 Home and Student, Komputer przenośny z preinstalowanym systemem operacyjnym Windows 7, Przenośny dysk twardy 500 GB",3581,3,Bartosz Ogórek,mgr,"Uniwersytet Jagielloński, Wydział Historyczny",małopolskie
2012/07/N/HS3/04134,Analiza porównawcza terminologii politycznej i postulatów sejmików Korony Polskiej i Wielkiego Księstwa Litewskiego w latach 1587-1648. Studia nad zjawiskiem partykularyzmu litewskiego,2,0,2,,0,0,Tomasz Ambroziak,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",kujawsko-pomorskie
2012/07/N/HS4/00269,"Zarządzanie konfliktem w relacjach między przedsiębiorstwem usługowym a konsumentem - uwarunkowania, mierniki",6,1,2,,0,0,Malwina Berger,mgr,"Uniwersytet Ekonomiczny w Katowicach, Wydział Informatyki i Komunikacji",śląskie
2012/07/N/HS5/00991,"Reforma regulacji prawnej kapitału zakładowego - model ochrony praw wierzycieli ""udziałowej"" spółki z ograniczoną odpowiedzialnością",2,2,0,,0,0,Michał Żurek,dr,"UNIWERSYTET JAGIELLOŃSKI, Wydział Prawa i Administracji",małopolskie
2012/07/N/HS5/01003,Arbitraż oparty na międzynarodowych traktatach o ochronie i wspieraniu inwestycji a prawa człowieka.,5,1,0,,0,0,Filip Balcerzak,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji",wielkopolskie
2012/07/N/HS5/01017,Prawo jako narzędzie sprawiedliwej kooperacji w społeczeństwie demokratycznym. Filozofia polityczna Johna Rawlsa z perspektywy prawniczej,1,3,0,komputer przenośny,3499,1,Michał Rupniewski,dr,"Uniwersytet Łódzki, Wydział Prawa i Administracji",łódzkie
2012/07/N/HS5/01705,Rola samorządu w sferze podnoszenia konkurencyjności regionów. Studium porównawcze na przykładzie Polski i Republiki Federalnej Niemiec,0,0,0,,0,0,Marta Balcerek,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Politycznych i Dziennikarstwa",wielkopolskie
2012/07/N/HS5/01730,Publiczne i prywatne determinanty systemów opieki długoterminowej w Europie Środkowo-Wschodniej,2,2,0,,0,0,Paweł Łuczak,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Ekonomii",wielkopolskie
2012/07/N/HS6/00415,"Związki pomiędzy procesowaniem fonologicznym, a akwizycją leksykalną w języku obcym. Badanie długoterminowe na polskich uczniach szkoły podstawowej uczących się języka angielskiego.",2,0,0,"Laptop (2 szt.), Oprogramowanie E-prime Professional (2 szt.), Zestaw słuchawkowy Sennheiser 163D (2 szt.), Głośniki (2 szt.)",17009,4,Marta Marecka,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",wielkopolskie
2012/07/N/HS6/00440,Ubiór jako narzędzie konstruowania i komunikowania tożsamości jednostkowej w kulturze ponowoczesnej,3,0,0,"Komputer przenośny (laptop) oraz dyktafon cyfrowy, Oprogramowanie komputerowe MAXQDA - licencja studencka dla 1 osoby",3565,2,Gabriela Żuchowska-Zimnal,mgr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2012/07/N/HS6/00469,Gust estetyczny a reklama prasowa. Analiza kulturowa i ewolucjonistyczna na przykładzie Polski,8,1,0,"Aplikacja eksperymentalna, Oprogramowanie Nvivo 10 (licencja), Dyktafon",375,3,Kamil Łuczaj,dr,"Uniwersytet Jagielloński, Wydział Filozoficzny",małopolskie
2012/07/N/HS6/01963,Rodzina w kontekście migracyjnym. Polskie rodziny w Irlandii,1,0,0,"Program komputerowy MAXQDA, Drukarka laserowa - Brother HL-2250DN, Laptop/Notebook, Dyktafon Olympus WS-812",5494,4,Łukasz Klimek,mgr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie, Wydział Nauk Humanistycznych i Społecznych",mazowieckie
2012/07/N/HS6/02252,Efekt wielokrotnej aktywizacji idei pieniędzy,2,0,0,"Notebook, Kamera cyfrowa",2558,2,Anna Kuźmińska,mgr,"Uniwersytet Warszawski, Instytut Studiów Społecznych im. prof. Roberta B. Zajonca",mazowieckie
2012/07/N/HS6/02547,Nie tylko praca: rozwinięcie modelu Job Demands-Resources o niepowiązane z pracą zasoby własne oraz zasoby partnera życiowego,2,1,0,,0,0,Ewelina Smoktunowicz,dr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie, Wydział Psychologii",mazowieckie
2013/09/N/HS6/03020,Poszukiwanie początków kształtującego się poczucia tożsamości i ich predyktory.,1,0,0,,0,0,Maria Kłym,mgr,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Filozofii Chrześcijańskiej",mazowieckie
2013/09/N/HS4/03618,Substytucyjność wewnętrznych i zagranicznych migracji ludności,2,0,0,"dysk zewnętrzny, oprogramowanie EndNote, laptop",3658,3,Joanna Nestorowicz,dr,"Uniwersytet Warszawski, Ośrodek Badań nad Migracjami",mazowieckie
2013/09/N/HS3/02011,Tożsamość kulturowa cholos - procesy transkulturacji tożsamości nowych mieszkańców Lima Metropolitana,1,0,0,,0,0,Katarzyna Górska,mgr,"Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych",małopolskie
2013/11/N/HS3/04583,Sukcesja spadkowa w mniejszych miastach Prus Królewskich w II poł. XVII-XVIII w. (województwo pomorskie).,3,1,0,"aparat fotograficzny, Notebook",4033,2,Piotr Kitowski,dr,"Uniwersytet Gdański, Wydział Historyczny",pomorskie
2013/11/N/HS4/02427,Mechanizm interakcji marż i koniunktury na przykładzie polskiego sektora spożywczego,5,0,0,"Laptop, Program Microsoft Office",3606,2,Justyna Kufel,mgr,Instytut Ekonomiki Rolnictwa i Gospodarki Żywnościowej - Państwowy Instytut Badawczy,mazowieckie
2014/13/N/HS2/03022,Sanskrycka poezja figuratywna (ćitrakawja) w teorii i praktyce,2,0,1,,0,0,Hermina Cielas,mgr,"Uniwersytet Jagielloński, Wydział Filologiczny",małopolskie
