id,type,edition,subpanel,budget,duration,coinvestigators,title,magazines publications,book publications,post-conference publications,equipment,equipment cost,equipment count,sex,manager,managers title,unit,voivodeship
2011/01/N/HS2/03885,PRELUDIUM,1,HS2,37040,36,2,Edycja spuścizny literackiej biskupa płockiego Erazma Ciołka,2,1,0,"Komputer przenośny wraz z oprogramowaniem i osprzętem, Aparat cyfrowy, Dysk przenośny, Drukarka laserowa, Pendrive",4826,5,0,Ałła Brzozowska,dr,"Polskie Towarzystwo Filologiczne",małopolskie
2011/01/N/HS2/03906,PRELUDIUM,1,HS2,47336,20,2,"Poetyki konkretyzmu i lingwizmu. Porównanie wybranych książek poetyckich z polskiego, angielskiego i niemieckiego obszaru językowego",6,1,0,"Laptop wraz z oprogramowaniem (m.in. Microsoft Office, Bitdefender, Adobe Photoshop Elements)",3330,1,0,Aleksandra Kremer,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS2/03976,PRELUDIUM,1,HS2,39260,17,2,Językowe i prawne dzieje nieruchomości,2,1,4,"komputer przenośny - iPad 2 32 GB WiFi + 3G Biały PL+ etui, klawiatura i stacja dokująca, skaner, drukarka - urządzenie wielofunkcyjne HP Color LJ M175NW",4689,2,1,Adam Niewiadomski,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS2/04202,PRELUDIUM,1,HS2,40000,17,2,"Postminimalizm w sztukach wizualnych w latach 1985-2000. Artyści wobec dziedzictwa minimalizmu. Roni Horn, Felix Gonzalez-Torres, Derek Jarman.",1,1,0,,0,0,1,Wojciech Szymański,dr,"Fundacja No Local",małopolskie
2011/01/N/HS2/04672,PRELUDIUM,1,HS2,15640,10,2,Oświeceniowa koncepcja muzeum na przykładzie donacji Stanisława Kostki Potockiego dla Królewskiego Uniwersytetu Warszawskiego,0,1,7,,0,0,0,Jolanta Czerzniewska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS2/05060,PRELUDIUM,1,HS2,22300,21,2,The Family of Man - recepcja wystawy w polskiej krytyce i fotografii,1,0,2,,0,0,0,Kamila Leśniak,mgr,"Katolicki Uniwersytet Lubelski",lubelskie
2011/01/N/HS2/05085,PRELUDIUM,1,HS2,39500,24,3,"Ponadindywidualne uwarunkowania ""talentu"" oraz kulturowe źródła i społeczne koszty ich pomijania",0,4,0,,0,0,1,Piotr Szenajch,mgr,"Instytut Filozofii i Socjologii PAN",mazowieckie
2011/01/N/HS2/05365,PRELUDIUM,1,HS2,20411,18,2,Corpus Paulinum w Biblii brzeskiej jako świadectwo XVI-wiecznej kultury retorycznej i humanizmu biblijnego,0,2,2,Laptop,3720,1,1,Piotr Baran,mgr,"Akademia Techniczno-Humanistyczna",śląskie
2011/01/N/HS2/05686,PRELUDIUM,1,HS2,73290,24,2,"""Geografia artystyczna"" Neue Slowenische Kunst. Wieloaspektowość i kolektywizm.",3,1,1,"Komputer, aparatura - Sony Vaio VPC-YB3V1E/G, faktura FN-4302/2012/01/00082 (zwrot na konto), aparatura - drukarka (597zł) + materiałów (12,99zł)",2596,2,0,Joanna Szczepanik,mgr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie",mazowieckie
2011/01/N/HS2/05825,PRELUDIUM,1,HS2,15500,30,2,"""Cztery Pory Roku"" - poszukiwanie formy audiowizualnej",0,0,0,,0,0,1,Mateusz Bednarz,mgr,"Akademia Sztuk Pięknych w Krakowie",małopolskie
2011/01/N/HS2/06133,PRELUDIUM,1,HS2,25560,24,1,"Zebranie i opracowanie krytyczne dorobku translatorskiego Edwarda Stachury z rękopisów, maszynopisów oraz druków rozproszonych i przygotowanie materiału opatrzonego naukowym komentarzem oraz przypisami do druku",1,1,0,Nie planowano zakupu aparatury,0,1,1,Artur Truszkowski,mgr,"Katolicki Uniwersytet Lubelski",lubelskie
2011/01/N/HS3/00625,PRELUDIUM,1,HS3,115846,34,2,Hades. Królestwo umarłych w wierzeniach starożytnych Greków epoki archaicznej i klasycznej,1,1,0,"Oprogramowanie Microsoft Office dla Mac, Komputer przenośny MacBook Pro + Apple Time Capsule",7239,2,0,Karolina Sekita,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/01007,PRELUDIUM,1,HS3,61685,9,3,Izates i Helena z Adiabene. Orientalni królowie i królowe pomiędzy rodzimą tradycją a judaizmem.,0,0,0,,0,0,1,Michał Marciak,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS3/01102,PRELUDIUM,1,HS3,33933,24,2,Pruska myśl wojskowa 1815-1857,6,0,3,,0,0,1,Jacek Jędrysiak,dr,"Uniwersytet Wrocławski",dolnośląskie
2011/01/N/HS3/01243,PRELUDIUM,1,HS3,21708,17,2,Życie w kawałkach: kulturowa konstrukcja czasu w palestyńskim obozie dla uchodźców,3,1,0,program Ethnograph,0,1,0,Dorota Woroniecka-Krzyżanowska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/01299,PRELUDIUM,1,HS3,238850,36,9,Osadnictwo paleolityczne doliny Wodącej i doliny Udorki (Wyżyna Częstochowska) na tle uwarunkowań paleośrodowiskowych,12,1,10,"Notebook Samsung 700G7A i 7-2670QM/16GB/128+750/7HP64 z oprogramowaniem, Tablet Wacom Intuos4 L + akcesoria, Garmin GPSMap 62 st",13573,3,0,Magdalena Sudoł,dr,"Uniwersytet Mikołaja Kopernika",kujawsko-pomorskie
2011/01/N/HS3/01970,PRELUDIUM,1,HS3,36120,29,2,Między społeczeństwem większościowym a jego alternatywą. Studium zmiany kulturowej w kibucu,0,0,0,,0,0,0,Karolina Wiśniewska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/02176,PRELUDIUM,1,HS3,46400,36,2,Kreowanie hegemonii poprzez zawłaszczanie znaczeń. Dyskurs władzy w Myanmarze.,1,1,1,,0,0,1,Mariusz Kania,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/01/N/HS3/02188,PRELUDIUM,1,HS3,29000,30,2,Przedhiszpańskie widowiska Indian Nahua - autochtoniczne formy teatralne w oparciu o kolonialne źródła pisane i manuskrypty piktorgraficzne z obszaru środkowego Meksyku,2,2,0,,0,0,0,Agnieszka Brylak,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/02697,PRELUDIUM,1,HS3,31475,20,2,Zdrada małżeńska w rodzinie ziemiańskiej w XIX wieku,1,1,0,Nie przewidziałam zakupu aparatury naukowo-badawczej.,0,1,0,Nina Kapuścińska-Kmiecik,dr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS3/02735,PRELUDIUM,1,HS3,133292,36,4,Rekonstrukcja procesu powstawania środkowoazjatyckich osad typu miejskiego w okresie wczesnomuzułmańskim.,0,0,0,,0,0,0,Monika Różańska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/03181,PRELUDIUM,1,HS3,23820,12,2,"Wielkie korporacjonizmy europejskie dwudziestolecia międzywojennego. Rozwój, oddziaływanie i recepcja",0,0,0,,0,0,1,Jakub Zapała,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/03188,PRELUDIUM,1,HS3,77528,16,4,Lokalne konteksty korzystania z serwisów społecznościowych. Studium porównawcze.,1,2,0,"program komputerowy do edycji obrazu, e-czytnik",4138,2,1,Piotr Cichocki,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/03273,PRELUDIUM,1,HS3,21428,24,2,Etnografia jako doświadczenie osobiste. Generacyjne uwarunkowania przemian metodologii i praktyk badawczych,1,1,0,,0,0,1,Filip Wróblewski,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS3/03332,PRELUDIUM,1,HS3,84240,24,2,Wiedza lokalna o roślinach i narracje o naturze na Podolu wschodnim (Ukraina) - analiza w kontekście dyskursów państwowych.,3,0,0,,0,0,0,Iwona Kołodziejska-Degórska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS3/04470,PRELUDIUM,1,HS3,18850,12,2,Życie i działalność rabina Szymona Dankowicza (1834-1910),4,1,0,,0,0,0,Alicja Maślak-Maciejewska,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS3/04596,PRELUDIUM,1,HS3,85800,36,2,Między historią a literaturą. Wizerunek kobiety w rosyjskiej prozie radzieckiej lat 20. i 30. XX w.,1,0,0,Aparat cyfrowy Panasonic,1724,1,0,Natalia Pietkiewicz,mgr,"Instytut Historii im. Tadeusza Manteuffla PAN",mazowieckie
2011/01/N/HS3/04609,PRELUDIUM,1,HS3,78000,36,2,"Dyskusja wokół idei kultury i sztuki narodowej na ziemiach polskich na przełomie XIX i XX wieku, na tle prądów europejskich.",1,0,2,"urządzenie wielofuncyjne Samsung, aparat Sony Cyber-shot, notebook Samsung",4544,3,0,Adrianna Sznapik,mgr,"Instytut Historii im. Tadeusza Manteuffla PAN",mazowieckie
2011/01/N/HS3/05994,PRELUDIUM,1,HS3,95175,36,2,W przestrzeni palimpsestu. Sztuka naskalna w archeologicznych krajobrazach oazy Dachla.,3,3,1,"Urządzenie GPS Garmin Montana 600 + akcesoria, komputer przenośny MSI U270 + akcesoria, Aparat fotograficzny Leica V-Lux 3, bateria, karta pamięci, pokrowiec",7995,2,1,Paweł Polkowski,dr,"Muzeum Archeologiczne w Poznaniu",wielkopolskie
2011/01/N/HS3/06034,PRELUDIUM,1,HS3,11100,12,2,I sekretarze Komitetów Powiatowych Polskiej Zjednoczonej Partii Robotniczej w województwie lubelskim w latach 1948-1975. Portret grupy,0,0,0,,0,0,1,Rafał Jarosz,mgr,"Katolicki Uniwersytet Lubelski",lubelskie
2011/01/N/HS3/06086,PRELUDIUM,1,HS3,65300,19,1,"""Homo ludens"" w mieście średniowiecznym - archeologiczne świadectwa zabawy",0,2,0,"komputer stacjonarny, tablet multimedialny, cyfrowy aparat fotograficzny",4670,3,0,Paulina Romanowicz,mgr,"Uniwersytet Szczeciński",zachodniopomorskie
2011/01/N/HS3/06191,PRELUDIUM,1,HS3,84067,24,4,"Plastyka figuralna z III i II tysiąclecia p.n.e. z Tell Arbid (Syria): analiza formalna, funkcji i znaczenia",4,0,0,,0,0,1,Maciej Makowski,dr,"Instytut Kultur Śródziemnomorskich i Orientalnych PAN",mazowieckie
2011/01/N/HS3/06213,PRELUDIUM,1,HS3,118408,22,2,Religia we współczesnej Rosji - Kościół Ostatniego Testamentu (Wissarionowcy) jako przykład lokalnego nowego ruchu religijnego,1,1,0,Aparat cyfrowy - lustrzanka Canon EOS 550D,2548,1,0,Joanna Urbańczyk,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS4/01207,PRELUDIUM,1,HS4,36000,15,2,Wielowymiarowe indeksy nierówności dla danych porządkowych,4,0,0,,0,0,0,Martyna Kobus,mgr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/HS4/01306,PRELUDIUM,1,HS4,32550,12,2,Ekonomiczne czynniki poprawy efektywności energetycznej hal sportowych w województwie dolnośląskim,0,0,0,,0,0,1,Tomasz Żołyniak,mgr,"Uniwersytet Ekonomiczny we Wrocławiu",dolnośląskie
2011/01/N/HS4/01309,PRELUDIUM,1,HS4,36000,15,2,Rola klastrów innowacyjnych w budowaniu konkurencyjności regionu na przykładzie kraju związkowego Badenia - Wirtembergia oraz województwa wielkopolskiego.,1,0,3,,0,0,0,Aleksandra Kania,mgr,"Uniwersytet Ekonomiczny w Poznaniu",wielkopolskie
2011/01/N/HS4/01338,PRELUDIUM,1,HS4,72670,26,5,Przedsiębiorczość pracownicza w regionie łódzkim i jej wpływ na efektywność przedsiębiorstw,0,0,2,,0,0,0,Dorota Łochnicka,mgr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS4/01383,PRELUDIUM,1,HS4,38350,24,2,Główne determinanty wzrostu gospodarczego w Polsce w latach 2000-2009,7,0,2,Laptop HP ProBook 6570b 5CB23605YL,3831,1,1,Łukasz Lach,mgr,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2011/01/N/HS4/01386,PRELUDIUM,1,HS4,39968,30,2,Analiza wzrostu gospodarczego i produktywności w Unii Europejskiej z wykorzystaniem bayesowskich modeli granicznych,1,0,0,"Monitor, Matlab & Statistics Toolbox (w tym odnawianie licencji w 2013 i 2014 roku), Microsoft Office 2010 Professional, Urządzenie wielofunkcyjne (drukarka + skaner), Komputer przenośny",12066,5,1,Kamil Makieła,dr,"Politechnika Świetokrzyska",świętokrzyskie
2011/01/N/HS4/01416,PRELUDIUM,1,HS4,74240,24,2,Znaczenie innowacji tworzonych w procesie internacjonalizacji dla wyników przedsiębiorstwa,3,2,3,,0,0,1,Adam Dymitrowski,mgr,"Uniwersytet Ekonomiczny w Poznaniu",wielkopolskie
2011/01/N/HS4/01423,PRELUDIUM,1,HS4,43550,11,2,Migracje piłkarzy na tle migracji pracowników w Unii Europejskiej na początku XXI wieku.,0,1,0,,0,0,0,Marzena Józefczyk,dr,"Uniwersytet Wrocławski",dolnośląskie
2011/01/N/HS4/01427,PRELUDIUM,1,HS4,23280,15,2,Wpływ formalnych i nieformalnych czynników instytucjonalnych na zdolność do przetrwania nowo tworzonych przedsiębiorstw na przykładzie województwa wielkopolskiego,1,2,2,,0,0,0,Hanna Nowak,dr,"Uniwersytet Ekonomiczny w Poznaniu",wielkopolskie
2011/01/N/HS4/01969,PRELUDIUM,1,HS4,48100,30,2,Wpływ lokalnych systemów transportowych na przebieg i charakter procesów urbanizacyjnych w aglomeracjach miejskich w Polsce,0,1,0,,0,0,1,Jędrzej Gadziński,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/01/N/HS4/02144,PRELUDIUM,1,HS4,65750,24,2,Wpływ przemian politycznych na Litwie i Łotwie na sytuację mniejszości polskiej w XX i początkach XXI wieku - studium porównawcze,4,3,0,"Laptop Samsung, Tablet Apple iPad, Aparat cyfrowy Nikon",12718,3,0,Katarzyna Leśniewska-Napierała,dr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS4/02146,PRELUDIUM,1,HS4,77420,36,2,Funkcjonowanie społeczności producenckich Fair Trade,1,1,0,"Notebook, Aparat fotograficzny",3626,2,1,Borys Bińkowski,dr,"Polskie Centrum Studiów Afrykanistycznych",dolnośląskie
2011/01/N/HS4/02164,PRELUDIUM,1,HS4,39900,21,2,Przemiany społeczno-przestrzenne wielkich osiedli mieszkaniowych w wybranych miastach Polski na przełomie XX i XXI wieku.,2,2,0,,0,0,0,Katarzyna Gorczyca,dr,"Instytut Rozwoju Miast",małopolskie
2011/01/N/HS4/02166,PRELUDIUM,1,HS4,41040,24,2,Struktura i dynamika grupowa naczelnych organów kierownictwa jako determinanty efektywności przedsiębiorstwa,8,0,0,,0,0,0,Małgorzata Marchewka,mgr,"Uniwersytet Ekonomiczny w Krakowie",małopolskie
2011/01/N/HS4/02638,PRELUDIUM,1,HS4,57500,24,2,Starzejące się społeczeństwa europejskie XXI wieku w koncepcjach odnowy miejskiej,2,2,1,,0,0,0,Agnieszka Labus,dr inż.,"Politechnika Śląska",śląskie
2011/01/N/HS4/03077,PRELUDIUM,1,HS4,112230,30,3,Konwergencja w krajach i regionach Unii Europejskiej,12,2,0,"Komputery przenośne (2 szt.), Licencja na oprogramowanie (2 szt.), Baza danych",11748,3,1,Maciej Grodzicki,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS4/03092,PRELUDIUM,1,HS4,62067,20,2,Modele ACD i wnioskowanie bayesowskie w analizie danych transakcyjnych z polskiego rynku akcji,2,0,1,"Zestaw komputerowy: komputer stacjonarny+monitor, Oprogramowanie - program ekonometryczny ""GAUSS"", Zewnętrzny, przenośny dysk twardy: WD Elements Portable 1TB",9412,3,1,Roman Huptas,dr,"Uniwersytet Ekonomiczny w Krakowie",małopolskie
2011/01/N/HS4/03105,PRELUDIUM,1,HS4,41615,18,2,Bayesowskie modele SV z przełączaniem Markowa w analizie zmienności na rynkach finansowych,1,1,0,"Notebook DELL Latitude E6520 i7-2760QM/4GB/500GB/W7P/podstawka/mysz/pad, Word-to-LateX Home&Academic (oprogramowanie), Norton 360 PL Box 5.0 1user 3PC (oprogramowanie), GAUSS 12 (Mathematical and Statistical System), Microsoft Office 2010 Professional",7511,5,1,Łukasz Kwiatkowski,dr,"Uniwersytet Ekonomiczny w Krakowie",małopolskie
2011/01/N/HS4/03243,PRELUDIUM,1,HS4,93000,36,1,Wykorzystanie technologii semantycznych w monitoringu wiarygodności informacji pozyskiwanej z Internetu,0,0,0,Notebook,3172,1,0,Kinga Kajfosz,mgr,"Uniwersytet Ekonomiczny w Katowicach",śląskie
2011/01/N/HS4/03247,PRELUDIUM,1,HS4,29250,18,2,"Wpływ integracji gospodarczej na handel wewnątrzgałęziowy Polski, Czech, Słowacji i Węgier z UE-15 w latach 1995-2010",1,0,1,,0,0,1,Patryk Toporowski,mgr,"Szkoła Główna Handlowa w Warszawie",mazowieckie
2011/01/N/HS4/03271,PRELUDIUM,1,HS4,74805,24,2,Kultura organizacyjna sektora a wybory strategiczne przedsiębiorstw zlokalizowanych w Polsce,0,0,1,"Komputer Lenovo IdeaCentre A700-1 (57-125099) (lub o porównywalnych użytecznościach i osiągach przeliczeniowo-repozytoryjnych), Pakiet zabezpieczający Norton™ Internet Security 2011 (lub porównywalny), Pakiet MS Office 2010 Standard (lub porównywalny)",2502,3,1,Michał Góralski,mgr,"Uniwersytet Ekonomiczny we Wrocławiu",dolnośląskie
2011/01/N/HS4/03277,PRELUDIUM,1,HS4,64270,24,2,Przywództwo w strategicznym zarządzaniu scentralizowanymi sieciami międzyorganizacyjnymi,1,0,1,"urządzenie wielofunkcyjne (klasy porównywalnej do HP OfficeJet Pro 6500A Plus WiFi), komputer przenośny typu notebook (klasy porównywalnej do HP Envy 17-2020ew, procesor i7-2630QM, 6GB RAM, matryca 17,3 cala, 1TB HDD, OS Win7 Home Premium 64bit) wraz z oprogramowaniem MS Office 2010 oraz oprogramowaniem antywirusowym, zewnętrzny dysk twardy (klasy porównywalnej do Western Digital My Book Essential 4 TB)",6899,3,1,Michał Organa,mgr,"Uniwersytet Ekonomiczny we Wrocławiu",dolnośląskie
2011/01/N/HS4/03375,PRELUDIUM,1,HS4,25780,12,2,Poziomy i pionowy handel wewnątrzgałęziowy wyrobami przemysłu motoryzacyjnego w Unii Europejskiej,0,0,0,,0,0,1,Łukasz Ambroziak,mgr,"Instytut Badań Rynku, Konsumpcji i Koniunktur",mazowieckie
2011/01/N/HS4/04414,PRELUDIUM,1,HS4,52750,18,2,Mechanizmy pozyskiwania i aktualizacji wiedzy w organizacjach typu born global,3,1,0,"notebook Sony Vaio VPC-YB3V1E, dyktafon cyfrowy - Olympus DM-650, czytnik e – book amazon kindle touch",3286,3,0,Kaja Prystupa-Rządca,mgr,"Akademia Leona Koźmińskiego",mazowieckie
2011/01/N/HS4/04418,PRELUDIUM,1,HS4,66625,18,2,Alians jako strategia rozwoju polskich przedsiębiorstw w sektorach technologio i wiedzo- intensywnych: współpraca interkulturowa.,3,1,3,,0,0,0,Monika Golonka,dr inż.,"Akademia Leona Koźmińskiego",mazowieckie
2011/01/N/HS4/04977,PRELUDIUM,1,HS4,28375,15,2,Odpowiedzialne inwestowanie na rynku nieruchomości w Polsce- bariery i możliwości dla inwestorów,0,1,0,,0,0,0,Dominika Brodowicz,mgr,"Szkoła Główna Handlowa w Warszawie",mazowieckie
2011/01/N/HS4/05605,PRELUDIUM,1,HS4,160700,18,2,Skala i formy przedsiębiorczości destruktywnej w podmiotach gospodarczych w Polsce,2,1,0,,0,0,0,Małgorzata Bielenia,mgr inż.,"Politechnika Gdańska",pomorskie
2011/01/N/HS4/05606,PRELUDIUM,1,HS4,32100,20,1,Benchmarking procesowy jako instrument doskonalenia zarządzania uczelnią,1,3,0,,0,0,0,Katarzyna Kuźmicz,dr,"Politechnika Białostocka",podlaskie
2011/01/N/HS4/05607,PRELUDIUM,1,HS4,39500,24,1,Opracowanie metodyki mapowania technologii na potrzeby badań foresightowych,2,1,1,komputer przenośny DELL VOSTRO 2520,3505,1,0,Alicja Gudanowska,mgr,"Politechnika Białostocka",podlaskie
2011/01/N/HS4/05614,PRELUDIUM,1,HS4,36875,36,2,Zarządzanie reputacją w budowaniu przewagi konkurencyjnej podlaskich przedsiębiorstw deweloperskich,2,4,1,,0,0,0,Justyna Grześ-Bukłaho,mgr,"Politechnika Białostocka",podlaskie
2011/01/N/HS4/05627,PRELUDIUM,1,HS4,49500,24,2,"Analiza składek ubezpieczeniowych w oparciu o teorię Kahnemana-Tversky""ego",4,0,0,"Laptop, Drukarka i skaner",4697,2,1,Michał Krzeszowiec,dr,"Instytut Matematyczny PAN",mazowieckie
2011/01/N/HS4/05989,PRELUDIUM,1,HS4,55991,26,4,Przekształcenia przestrzeni publicznej miasta średniej wielkości w warunkach gospodarki rynkowej w Polsce,1,2,3,nie planowano zakupu aparatury,0,1,0,Anna Golędzinowska,mgr inż.,"Politechnika Gdańska",pomorskie
2011/01/N/HS4/06022,PRELUDIUM,1,HS4,26000,24,2,Rola inwestorów instytucjonalnych w nadzorze korporacyjnym na przykładzie polskich spółek publicznych,1,0,0,,0,0,1,Łukasz Błoch,mgr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS4/06036,PRELUDIUM,1,HS4,20000,20,2,Kształtowanie zasobów kapitału intelektualnego w przedsiębiorstwach,6,0,7,"Notebook Asus UX21E-KX007V, Urządzenie wielofunkcyjne typu drukarka-skaner-kopiarka",3928,2,0,Karolina Beyer,mgr,"Uniwersytet Szczeciński",zachodniopomorskie
2011/01/N/HS4/06135,PRELUDIUM,1,HS4,35800,18,2,Regionalne zróżnicowanie przemian struktury rolnictwa w Polsce w warunkach integracji z Unią Europejską,3,2,0,Zestaw komputerowy z oprogramowaniem,6723,1,0,Anna Rzeszutko,mgr,"Uniwersytet Przyrodniczy w Poznaniu",wielkopolskie
2011/01/N/HS4/06248,PRELUDIUM,1,HS4,32243,12,2,Wpływ kapitału ludzkiego na efektywność usług pocztowych w regionie koszalińskim,0,0,0,,0,0,0,Weronika Toszewska,mgr,"Politechnika Koszalińska",zachodniopomorskie
2011/01/N/HS4/07386,PRELUDIUM,1,HS4,30300,24,2,Zastosowanie teorii gier we wspomaganiu logistycznych decyzji strategicznych w łańcuchach dostaw,1,0,1,Notebook,3321,1,1,Andrzej Rzeczycki,mgr,"Uniwersytet Szczeciński",zachodniopomorskie
2011/01/N/HS4/07595,PRELUDIUM,1,HS4,48000,12,2,Ekonomiczne skutki wybranych instrumentów Wspólnej Polityki Rolnej w Polsce,0,0,0,,0,0,0,Magdalena Józefecka,mgr inż.,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie",mazowieckie
2011/01/N/HS5/00600,PRELUDIUM,1,HS5,41874,36,2,Przemiany liberalizmu egalitarnego na gruncie filozofii i myśli politycznej,2,3,0,,0,0,1,Łukasz Dulęba,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/01/N/HS5/00780,PRELUDIUM,1,HS5,57500,30,2,Minimalizacja strat niezamierzonych w działaniach bojowych lotnictwa,1,0,1,"laptop 10"" Acer Aspire One D527, Książki, nośniki danych elektronicznych, materiały eksploatacyjne do drukarek i materiały biurowe",3373,2,1,Maciej Sławiński,mgr inż.,"Akademia Obrony Narodowej",mazowieckie
2011/01/N/HS5/00981,PRELUDIUM,1,HS5,43000,24,2,Ewolucja i zastosowanie rozwiązań amerykańskich w budowie całościowego modelu operacjonalizacji kultury dla potrzeb bezpieczeństwa militarnego państwa,8,2,2,,0,0,0,Kamila Trochowska,dr,"Akademia Obrony Narodowej",mazowieckie
2011/01/N/HS5/01027,PRELUDIUM,1,HS5,42100,24,2,Polityka społeczna wobec osób starszych w perspektywie międzynarodowej,2,0,0,Zestaw komputerowy (laptop i urządzenie wielofunkcyjne: drukarka i skaner),3614,1,0,Kaja Zapędowska-Kling,dr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS5/01100,PRELUDIUM,1,HS5,46660,24,3,Zastosowanie wybranych koncepcji badawczych w ewaluacji ex-post programów rozwoju regionalnego. Przykład realizacji Zintegrowanego Programu Operacyjnego Rozwoju Regionalnego (ZPORR) w podregionie poznańskim.,0,1,1,,0,0,0,Anna Borowczak,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/01/N/HS5/01150,PRELUDIUM,1,HS5,52650,24,2,"Edycja księgi kryminalnej miasta Dobczyc (1699-1737), APKr. dep. 67",0,1,0,,0,0,1,Maciej Mikuła,dr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS5/01160,PRELUDIUM,1,HS5,36838,36,2,Koncepcje demokracji agonistycznej,0,1,0,,0,0,1,Filip Biały,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/01/N/HS5/01193,PRELUDIUM,1,HS5,54375,20,2,Ocena stanu zdrowia i jakości życia osób starszych korzystających z usług pomocy społecznej,2,0,0,Notebook Fujitsu Lifebook A531,2294,1,0,Monika Burzyńska,mgr,"Uniwersytet Medyczny w Łodzi",łódzkie
2011/01/N/HS5/01269,PRELUDIUM,1,HS5,41843,15,2,Głosowanie podzielone w mieszanych systemach wyborczych,4,0,2,Komputer przenośny (laptop) HP ProBook 6560b HP Docking Station,3861,1,1,Jeremiasz Salamon,dr,"Uniwersytet Śląski",śląskie
2011/01/N/HS5/01390,PRELUDIUM,1,HS5,60401,16,2,Specyfika wykładni prawa karnego zgodnie z celami i brzmieniem prawa Unii Europejskiej,6,1,0,"komputer przenośny - notebook, Aparat fotograficzny",4688,2,1,Michał Rams,dr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS5/01393,PRELUDIUM,1,HS5,47700,25,2,Międzynarodowe bezpieczeństwo cybernetyczne. Rola Stanów Zjednoczonych Ameryki w konfrontacji technologicznej,1,2,0,"netbook, skaner ręczny",2200,2,0,Dominika Dziwisz,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS5/01419,PRELUDIUM,1,HS5,43560,24,2,Typologia relacji między organizacjami pozarządowymi w Polsce,1,1,1,,0,0,0,Agnieszka Kaim,mgr,"SWPS Uniwersytet Humanistycznospołeczny w Warszawie",mazowieckie
2011/01/N/HS5/02052,PRELUDIUM,1,HS5,43030,20,2,Ochrona programów komputerowych w prawie własności intelektualnej Unii Europejskiej,3,2,0,,0,0,0,Karolina Sztobryn,dr,"Uniwersytet Łódzki",łódzkie
2011/01/N/HS5/02426,PRELUDIUM,1,HS5,15000,12,2,Stosunki rosyjsko-chińskie 1991-2011,0,1,0,"Nie dotyczy, gdyż nie zakupiono żadnej aparatury badawczej",0,1,1,Michał Lubina,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS5/02433,PRELUDIUM,1,HS5,63150,16,2,Odpowiedzialność karna za czynności zmierzające do legalizacji wartości majątkowych pochodzących z czynów zabronionych,3,0,0,"Zewnętrzny dysk przenośny 2,5 cala, Cyfrowy aparat fotograficzny, Komputer przenośny wraz z oprogramowaniem biurowym i OCR",7558,3,1,Bartosz Kwiatkowski,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/HS5/02523,PRELUDIUM,1,HS5,25000,12,2,Administracyjnoprawne aspekty opłat adiacenckich,0,0,0,,0,0,0,Monika Ziniewicz,mgr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie",warmińsko-mazurskie
2011/01/N/HS5/02524,PRELUDIUM,1,HS5,55300,15,2,Ograniczenia wyboru prawa w rozporządzeniach unijnych oraz w polskiej ustawie - Prawo prywatne międzynarodowe,0,0,0,,0,0,0,Anna Dorabialska,mgr,"Uniwersytet Warszawski",mazowieckie
