,type,edition,subpanel_code,budget_numeric,duration_numeric,coinvestigators_numeric
1136,PRELUDIUM,3,NZ5,147660,36,3
1137,PRELUDIUM,3,NZ5,62400,18,3
1138,PRELUDIUM,3,NZ5,149638,36,2
1139,PRELUDIUM,3,NZ5,149700,36,2
1140,PRELUDIUM,3,NZ5,98020,24,2
1141,PRELUDIUM,3,NZ5,148480,36,3
1142,PRELUDIUM,3,NZ5,99580,24,2
1143,PRELUDIUM,3,NZ5,91000,24,2
1144,PRELUDIUM,3,NZ5,149050,36,3
1145,PRELUDIUM,3,NZ5,99970,24,2
1146,PRELUDIUM,3,NZ5,100000,24,3
1147,PRELUDIUM,3,NZ5,146868,36,3
1148,PRELUDIUM,3,NZ5,121200,36,3
1149,PRELUDIUM,3,NZ6,100000,24,3
1150,PRELUDIUM,3,NZ6,130500,36,2
1151,PRELUDIUM,3,NZ6,91000,24,3
1152,PRELUDIUM,3,NZ6,99996,24,2
1153,PRELUDIUM,3,NZ6,68000,18,3
1154,PRELUDIUM,3,NZ6,95000,24,2
1155,PRELUDIUM,3,NZ6,100000,24,2
1156,PRELUDIUM,3,NZ7,94276,24,2
1157,PRELUDIUM,3,NZ7,150000,36,3
1158,PRELUDIUM,3,NZ7,100000,24,3
1159,PRELUDIUM,3,NZ7,99710,24,3
1160,PRELUDIUM,3,NZ7,150000,36,3
1161,PRELUDIUM,3,NZ7,48000,12,2
1162,PRELUDIUM,3,NZ7,97100,24,2
1163,PRELUDIUM,3,NZ7,145512,36,3
1164,PRELUDIUM,3,NZ7,149965,36,2
1165,PRELUDIUM,3,NZ7,99940,24,3
1166,PRELUDIUM,3,NZ7,99348,24,2
1167,PRELUDIUM,3,NZ7,99240,24,3
1168,PRELUDIUM,3,NZ7,98280,24,3
1169,PRELUDIUM,3,NZ7,99975,24,2
1170,PRELUDIUM,3,NZ7,98800,24,2
1171,PRELUDIUM,3,NZ7,150000,36,3
1172,PRELUDIUM,3,NZ7,149730,36,3
1173,PRELUDIUM,3,NZ7,143000,36,2
1174,PRELUDIUM,3,NZ7,150000,36,3
1175,PRELUDIUM,3,NZ7,99983,24,2
1176,PRELUDIUM,3,NZ7,115555,30,3
1177,PRELUDIUM,3,NZ7,97170,24,2
1178,PRELUDIUM,3,NZ7,99994,24,3
1179,PRELUDIUM,3,NZ8,99029,24,2
1180,PRELUDIUM,3,NZ8,93340,24,2
1181,PRELUDIUM,3,NZ8,147721,36,2
1182,PRELUDIUM,3,NZ8,99940,24,2
1183,PRELUDIUM,3,NZ8,145090,36,2
1184,PRELUDIUM,3,NZ8,99580,24,2
1185,PRELUDIUM,3,NZ8,98228,24,2
1186,PRELUDIUM,3,NZ8,130655,32,3
1187,PRELUDIUM,3,NZ8,84793,24,2
1188,PRELUDIUM,3,NZ8,145340,36,2
1189,PRELUDIUM,3,NZ8,144974,36,3
1190,PRELUDIUM,3,NZ8,150000,36,3
1191,PRELUDIUM,3,NZ9,150000,36,3
1192,PRELUDIUM,3,NZ9,136470,33,3
1193,PRELUDIUM,3,NZ9,149500,36,3
1194,PRELUDIUM,3,NZ9,99996,24,2
1195,PRELUDIUM,3,NZ9,100000,24,2
1196,PRELUDIUM,3,NZ9,120000,30,2
1197,PRELUDIUM,3,NZ9,99840,24,3
1198,PRELUDIUM,3,NZ9,150000,36,2
1199,PRELUDIUM,3,NZ9,150000,36,2
1200,PRELUDIUM,3,NZ9,75000,18,3
1201,PRELUDIUM,3,NZ9,124800,30,3
1202,PRELUDIUM,3,NZ9,148160,36,2
1203,PRELUDIUM,3,NZ9,49000,12,2
1204,PRELUDIUM,3,NZ9,150000,36,2
1205,PRELUDIUM,3,NZ9,137000,33,3
1206,PRELUDIUM,3,NZ9,149650,36,2
1207,PRELUDIUM,3,NZ9,90273,24,3
1208,PRELUDIUM,3,NZ9,100000,24,3
1209,PRELUDIUM,3,NZ9,96080,24,3
1210,PRELUDIUM,3,NZ9,65875,18,2
1211,PRELUDIUM,3,NZ9,150000,36,2
1212,PRELUDIUM,3,NZ9,149995,36,2
1213,PRELUDIUM,3,ST10,145140,36,3
1214,PRELUDIUM,3,ST10,148800,36,2
1215,PRELUDIUM,3,ST10,149546,36,2
1216,PRELUDIUM,3,ST10,149900,36,2
1217,PRELUDIUM,3,ST10,98000,24,2
1218,PRELUDIUM,3,ST10,100000,24,3
1219,PRELUDIUM,3,ST10,149810,36,2
1220,PRELUDIUM,3,ST10,100000,24,2
1221,PRELUDIUM,3,ST10,141700,36,2
1222,PRELUDIUM,3,ST10,97200,24,3
1223,PRELUDIUM,3,ST10,149660,36,3
1224,PRELUDIUM,3,ST10,139100,36,2
1225,PRELUDIUM,3,ST10,99840,24,2
1226,PRELUDIUM,3,ST10,69875,30,3
1227,PRELUDIUM,3,ST10,100000,24,2
1228,PRELUDIUM,3,ST10,124700,36,2
1229,PRELUDIUM,3,ST1,87720,36,2
1230,PRELUDIUM,3,ST1,63050,21,2
1231,PRELUDIUM,3,ST1,88460,36,2
1232,PRELUDIUM,3,ST1,53200,24,2
1233,PRELUDIUM,3,ST1,88460,36,2
1234,PRELUDIUM,3,ST1,54050,24,2
1235,PRELUDIUM,3,ST1,57340,24,2
1236,PRELUDIUM,3,ST1,42680,28,2
1237,PRELUDIUM,3,ST1,48080,24,3
1238,PRELUDIUM,3,ST1,54700,18,2
1239,PRELUDIUM,3,ST1,55700,24,2
1240,PRELUDIUM,3,ST1,49500,18,2
1241,PRELUDIUM,3,ST2,62200,24,2
1242,PRELUDIUM,3,ST2,37800,12,2
1243,PRELUDIUM,3,ST2,37801,12,2
1244,PRELUDIUM,3,ST2,82440,24,2
1245,PRELUDIUM,3,ST2,66560,24,2
1246,PRELUDIUM,3,ST2,67080,36,2
1247,PRELUDIUM,3,ST2,96890,24,3
1248,PRELUDIUM,3,ST2,74230,18,2
1249,PRELUDIUM,3,ST3,148590,36,3
1250,PRELUDIUM,3,ST3,58800,24,2
1251,PRELUDIUM,3,ST3,99992,24,2
1252,PRELUDIUM,3,ST3,100000,24,2
1253,PRELUDIUM,3,ST3,100000,24,2
1254,PRELUDIUM,3,ST3,69356,24,2
1255,PRELUDIUM,3,ST3,99450,24,3
1256,PRELUDIUM,3,ST3,149994,36,3
1257,PRELUDIUM,3,ST4,149480,36,3
1258,PRELUDIUM,3,ST4,97600,24,2
1259,PRELUDIUM,3,ST4,150000,36,3
1260,PRELUDIUM,3,ST4,98800,24,2
1261,PRELUDIUM,3,ST4,62450,15,2
1262,PRELUDIUM,3,ST4,97396,24,3
1263,PRELUDIUM,3,ST4,75000,18,2
1264,PRELUDIUM,3,ST4,79001,24,3
1265,PRELUDIUM,3,ST4,98400,24,2
1266,PRELUDIUM,3,ST4,74300,18,2
1267,PRELUDIUM,3,ST4,98540,24,2
1268,PRELUDIUM,3,ST4,50000,12,2
1269,PRELUDIUM,3,ST4,99998,24,2
1270,PRELUDIUM,3,ST4,73200,24,2
1271,PRELUDIUM,3,ST4,80002,20,2
1272,PRELUDIUM,3,ST4,75000,18,2
1273,PRELUDIUM,3,ST4,70000,24,3
1274,PRELUDIUM,3,ST4,50000,12,2
1275,PRELUDIUM,3,ST4,50000,12,2
1276,PRELUDIUM,3,ST4,54600,18,3
1277,PRELUDIUM,3,ST5,149000,36,2
1278,PRELUDIUM,3,ST5,150000,36,2
1279,PRELUDIUM,3,ST5,99950,24,2
1280,PRELUDIUM,3,ST5,99840,24,2
1281,PRELUDIUM,3,ST5,150000,36,3
1282,PRELUDIUM,3,ST5,149280,36,3
1283,PRELUDIUM,3,ST5,75000,18,3
1284,PRELUDIUM,3,ST5,96830,24,2
1285,PRELUDIUM,3,ST5,74940,18,2
1286,PRELUDIUM,3,ST5,125000,30,2
1287,PRELUDIUM,3,ST5,97900,24,2
1288,PRELUDIUM,3,ST5,95000,24,3
1289,PRELUDIUM,3,ST5,100000,24,2
1290,PRELUDIUM,3,ST5,150000,36,3
1291,PRELUDIUM,3,ST5,75000,18,2
1292,PRELUDIUM,3,ST5,75000,18,2
1293,PRELUDIUM,3,ST5,149930,36,2
1294,PRELUDIUM,3,ST5,50000,12,2
1295,PRELUDIUM,3,ST5,99700,24,2
1296,PRELUDIUM,3,ST5,49985,12,2
1297,PRELUDIUM,3,ST5,95200,24,2
1298,PRELUDIUM,3,ST5,149500,36,2
1299,PRELUDIUM,3,ST5,120770,30,2
1300,PRELUDIUM,3,ST5,63375,16,2
1301,PRELUDIUM,3,ST5,149630,36,3
1302,PRELUDIUM,3,ST5,147780,36,3
1303,PRELUDIUM,3,ST5,99100,24,3
1304,PRELUDIUM,3,ST5,49075,12,2
1305,PRELUDIUM,3,ST5,119600,30,2
1306,PRELUDIUM,3,ST5,99990,24,2
1307,PRELUDIUM,3,ST5,149808,36,3
1308,PRELUDIUM,3,ST5,149995,36,2
1309,PRELUDIUM,3,ST5,75000,18,2
1310,PRELUDIUM,3,ST5,97080,24,2
1311,PRELUDIUM,3,ST5,88601,24,2
1312,PRELUDIUM,3,ST5,50000,12,2
1313,PRELUDIUM,3,ST5,149500,36,3
1314,PRELUDIUM,3,ST5,50000,12,2
1315,PRELUDIUM,3,ST5,99200,24,2
1316,PRELUDIUM,3,ST5,98000,24,2
1317,PRELUDIUM,3,ST5,141891,36,3
1318,PRELUDIUM,3,ST6,123500,30,3
1319,PRELUDIUM,3,ST6,46800,12,2
1320,PRELUDIUM,3,ST6,92300,24,2
1321,PRELUDIUM,3,ST6,80520,24,2
1322,PRELUDIUM,3,ST6,94020,24,2
1323,PRELUDIUM,3,ST6,63900,18,2
1324,PRELUDIUM,3,ST6,73900,24,2
1325,PRELUDIUM,3,ST6,58600,24,2
1326,PRELUDIUM,3,ST6,118600,30,3
1327,PRELUDIUM,3,ST6,99600,36,2
1328,PRELUDIUM,3,ST6,80800,24,2
1329,PRELUDIUM,3,ST6,124000,30,2
1330,PRELUDIUM,3,ST6,149500,36,3
1331,PRELUDIUM,3,ST6,99400,24,2
1332,PRELUDIUM,3,ST7,150000,36,2
1333,PRELUDIUM,3,ST7,74620,24,2
1334,PRELUDIUM,3,ST7,99980,24,2
1335,PRELUDIUM,3,ST7,149942,36,3
1336,PRELUDIUM,3,ST7,99990,24,3
1337,PRELUDIUM,3,ST7,100000,24,3
1338,PRELUDIUM,3,ST7,144000,36,2
1339,PRELUDIUM,3,ST7,83046,24,2
1340,PRELUDIUM,3,ST7,148200,36,3
1341,PRELUDIUM,3,ST7,149998,36,3
1342,PRELUDIUM,3,ST8,97600,24,3
1343,PRELUDIUM,3,ST8,96620,24,3
1344,PRELUDIUM,3,ST8,98920,24,3
1345,PRELUDIUM,3,ST8,99940,24,2
1346,PRELUDIUM,3,ST8,130000,36,2
1347,PRELUDIUM,3,ST8,99946,24,2
1348,PRELUDIUM,3,ST8,99450,24,2
1349,PRELUDIUM,3,ST8,99700,24,3
1350,PRELUDIUM,3,ST8,127000,36,2
1351,PRELUDIUM,3,ST8,50700,15,2
1352,PRELUDIUM,3,ST8,98750,24,2
1353,PRELUDIUM,3,ST8,89500,24,3
1354,PRELUDIUM,3,ST8,99554,24,2
1355,PRELUDIUM,3,ST8,94000,24,3
1356,PRELUDIUM,3,ST8,137110,36,2
1357,PRELUDIUM,3,ST8,99550,24,2
1358,PRELUDIUM,3,ST8,148780,36,3
1359,PRELUDIUM,3,ST8,148650,36,3
1360,PRELUDIUM,3,ST8,99700,24,2
1361,PRELUDIUM,3,ST8,99060,24,2
1362,PRELUDIUM,3,ST8,99500,24,3
1363,PRELUDIUM,3,ST8,96600,24,2
1364,PRELUDIUM,3,ST8,149994,36,2
1365,PRELUDIUM,3,ST8,100000,24,2
1366,PRELUDIUM,3,ST8,123500,30,3
1367,PRELUDIUM,3,ST8,92300,24,3
1368,PRELUDIUM,3,ST8,99240,24,2
1369,PRELUDIUM,3,ST8,146700,36,2
1370,PRELUDIUM,3,ST8,108625,30,2
1371,PRELUDIUM,3,ST9,69100,18,2
1372,PRELUDIUM,3,ST9,147800,36,2
1373,PRELUDIUM,3,ST9,35420,12,2
1374,PRELUDIUM,3,ST9,49200,24,2
1375,PRELUDIUM,3,ST9,68180,24,2
1376,PRELUDIUM,4,HS1,65930,24,2
1377,PRELUDIUM,4,HS1,30810,24,2
1378,PRELUDIUM,4,HS1,30580,21,2
1379,PRELUDIUM,4,HS1,66950,20,2
1380,PRELUDIUM,4,HS1,69125,24,2
1381,PRELUDIUM,4,HS1,56500,24,2
1382,PRELUDIUM,4,HS2,77950,24,2
1383,PRELUDIUM,4,HS2,89970,24,2
1384,PRELUDIUM,4,HS2,47190,12,2
1385,PRELUDIUM,4,HS2,99850,30,2
1386,PRELUDIUM,4,HS2,57200,24,2
1387,PRELUDIUM,4,HS2,96249,36,2
1388,PRELUDIUM,4,HS2,51500,24,2
1389,PRELUDIUM,4,HS2,98520,24,3
1390,PRELUDIUM,4,HS2,69900,30,2
1391,PRELUDIUM,4,HS2,69240,24,2
1392,PRELUDIUM,4,HS2,97733,30,2
1393,PRELUDIUM,4,HS2,123781,36,2
1394,PRELUDIUM,4,HS2,80400,24,3
1395,PRELUDIUM,4,HS2,56350,24,2
1396,PRELUDIUM,4,HS2,99539,24,2
1397,PRELUDIUM,4,HS2,69504,24,2
1398,PRELUDIUM,4,HS2,33140,12,2
1399,PRELUDIUM,4,HS2,63375,36,2
1400,PRELUDIUM,4,HS2,70612,24,2
1401,PRELUDIUM,4,HS2,58750,24,2
1402,PRELUDIUM,4,HS2,109200,36,2
1403,PRELUDIUM,4,HS3,62400,36,2
1404,PRELUDIUM,4,HS3,122382,30,2
1405,PRELUDIUM,4,HS3,149980,36,2
1406,PRELUDIUM,4,HS3,146879,36,2
1407,PRELUDIUM,4,HS3,72375,18,3
1408,PRELUDIUM,4,HS3,98623,36,2
1409,PRELUDIUM,4,HS3,149500,36,3
1410,PRELUDIUM,4,HS3,65985,16,2
1411,PRELUDIUM,4,HS3,93600,24,2
1412,PRELUDIUM,4,HS3,77148,36,2
1413,PRELUDIUM,4,HS3,98858,24,3
1414,PRELUDIUM,4,HS3,87815,26,3
1415,PRELUDIUM,4,HS3,21620,12,2
1416,PRELUDIUM,4,HS3,67080,28,2
1417,PRELUDIUM,4,HS3,51142,24,2
1418,PRELUDIUM,4,HS3,138000,36,2
1419,PRELUDIUM,4,HS3,66516,27,3
1420,PRELUDIUM,4,HS3,89830,25,2
1421,PRELUDIUM,4,HS3,64800,18,2
1422,PRELUDIUM,4,HS4,79947,25,2
1423,PRELUDIUM,4,HS4,62622,19,2
1424,PRELUDIUM,4,HS4,125000,30,2
1425,PRELUDIUM,4,HS4,48230,24,3
1426,PRELUDIUM,4,HS4,42000,16,2
1427,PRELUDIUM,4,HS4,67020,18,2
1428,PRELUDIUM,4,HS4,148975,36,2
1429,PRELUDIUM,4,HS4,51600,24,2
1430,PRELUDIUM,4,HS4,150000,36,2
1431,PRELUDIUM,4,HS4,97400,24,2
1432,PRELUDIUM,4,HS4,102790,26,2
1433,PRELUDIUM,4,HS4,113480,30,2
1434,PRELUDIUM,4,HS4,82940,30,2
1435,PRELUDIUM,4,HS4,97020,36,2
1436,PRELUDIUM,4,HS4,87500,21,3
1437,PRELUDIUM,4,HS5,82120,30,2
1438,PRELUDIUM,4,HS5,54362,24,2
1439,PRELUDIUM,4,HS5,62400,24,2
1440,PRELUDIUM,4,HS5,145440,36,3
1441,PRELUDIUM,4,HS5,84872,24,2
1442,PRELUDIUM,4,HS5,57650,18,2
1443,PRELUDIUM,4,HS5,55680,24,2
1444,PRELUDIUM,4,HS5,46216,12,3
1445,PRELUDIUM,4,HS5,29678,12,2
1446,PRELUDIUM,4,HS5,83748,24,2
1447,PRELUDIUM,4,HS5,70896,24,2
1448,PRELUDIUM,4,HS6,85200,24,3
1449,PRELUDIUM,4,HS6,23020,12,2
1450,PRELUDIUM,4,HS6,145386,36,3
1451,PRELUDIUM,4,HS6,33930,15,2
1452,PRELUDIUM,4,HS6,76110,24,3
1453,PRELUDIUM,4,HS6,126114,36,2
1454,PRELUDIUM,4,HS6,74477,24,2
1455,PRELUDIUM,4,HS6,96664,24,3
1456,PRELUDIUM,4,HS6,99360,24,3
1457,PRELUDIUM,4,HS6,46441,24,2
1458,PRELUDIUM,4,HS6,45600,12,3
1459,PRELUDIUM,4,HS6,67040,24,3
1460,PRELUDIUM,4,HS6,94213,24,2
1461,PRELUDIUM,4,HS6,149974,36,2
1462,PRELUDIUM,4,NZ1,48100,12,2
1463,PRELUDIUM,4,NZ1,100000,24,2
1464,PRELUDIUM,4,NZ1,74890,18,3
1465,PRELUDIUM,4,NZ1,150000,36,3
1466,PRELUDIUM,4,NZ1,50000,12,2
1467,PRELUDIUM,4,NZ1,99980,24,2
1468,PRELUDIUM,4,NZ1,49907,12,2
1469,PRELUDIUM,4,NZ1,94000,24,3
1470,PRELUDIUM,4,NZ1,150000,36,3
1471,PRELUDIUM,4,NZ1,146380,36,2
1472,PRELUDIUM,4,NZ1,98800,24,3
1473,PRELUDIUM,4,NZ2,125000,36,2
1474,PRELUDIUM,4,NZ2,92543,24,3
1475,PRELUDIUM,4,NZ2,149500,36,2
1476,PRELUDIUM,4,NZ2,149955,36,2
1477,PRELUDIUM,4,NZ2,150000,36,3
1478,PRELUDIUM,4,NZ2,100000,24,3
1479,PRELUDIUM,4,NZ2,149500,36,2
1480,PRELUDIUM,6,ST1,61940,24,2
1481,PRELUDIUM,4,NZ2,74620,18,3
1482,PRELUDIUM,4,NZ2,100000,24,2
1483,PRELUDIUM,4,NZ3,99360,24,3
1484,PRELUDIUM,4,NZ3,149926,36,3
1485,PRELUDIUM,4,NZ3,149990,36,2
1486,PRELUDIUM,4,NZ3,100000,24,2
1487,PRELUDIUM,4,NZ3,149942,36,2
1488,PRELUDIUM,4,NZ3,98540,24,2
1489,PRELUDIUM,4,NZ3,140000,36,2
1490,PRELUDIUM,4,NZ3,97305,24,2
1491,PRELUDIUM,4,NZ3,117000,29,2
1492,PRELUDIUM,4,NZ3,75000,18,2
1493,PRELUDIUM,4,NZ3,75000,18,2
1494,PRELUDIUM,4,NZ3,149500,36,2
1495,PRELUDIUM,4,NZ4,95508,24,2
1496,PRELUDIUM,4,NZ4,45500,12,2
1497,PRELUDIUM,4,NZ4,148800,36,2
1498,PRELUDIUM,4,NZ4,50000,12,2
1499,PRELUDIUM,4,NZ4,78710,24,3
1500,PRELUDIUM,4,NZ4,99990,24,3
1501,PRELUDIUM,4,NZ4,129000,36,3
1502,PRELUDIUM,4,NZ4,100000,24,2
1503,PRELUDIUM,4,NZ4,149616,36,3
1504,PRELUDIUM,4,NZ4,149990,36,2
1505,PRELUDIUM,4,NZ4,148850,36,3
1506,PRELUDIUM,4,NZ4,148200,36,3
1507,PRELUDIUM,4,NZ4,150000,36,3
1508,PRELUDIUM,4,NZ4,149575,36,3
1509,PRELUDIUM,4,NZ5,150000,36,2
1510,PRELUDIUM,4,NZ5,149760,36,3
1511,PRELUDIUM,4,NZ5,150000,36,3
1512,PRELUDIUM,4,NZ5,99970,24,2
1513,PRELUDIUM,4,NZ5,142428,36,3
1514,PRELUDIUM,4,NZ5,99970,24,2
1515,PRELUDIUM,4,NZ5,90600,24,2
1516,PRELUDIUM,4,NZ5,50240,24,2
1517,PRELUDIUM,4,NZ5,140218,36,3
1518,PRELUDIUM,4,NZ5,149700,36,2
1519,PRELUDIUM,4,NZ5,150000,36,3
1520,PRELUDIUM,4,NZ6,96000,24,3
1521,PRELUDIUM,4,NZ6,149980,36,2
1522,PRELUDIUM,4,NZ6,149987,36,2
1523,PRELUDIUM,4,NZ6,150000,36,2
1524,PRELUDIUM,4,NZ6,148000,36,2
1525,PRELUDIUM,4,NZ6,100000,24,2
1526,PRELUDIUM,4,NZ6,99450,24,2
1527,PRELUDIUM,4,NZ7,100000,24,3
1528,PRELUDIUM,4,NZ7,138200,36,3
1529,PRELUDIUM,4,NZ7,99980,24,2
1530,PRELUDIUM,4,NZ7,99970,24,2
1531,PRELUDIUM,4,NZ7,99970,24,2
1532,PRELUDIUM,4,NZ7,91000,24,2
1533,PRELUDIUM,4,NZ7,75000,18,3
1534,PRELUDIUM,4,NZ7,122866,36,2
1535,PRELUDIUM,4,NZ7,148700,36,3
1536,PRELUDIUM,4,NZ7,99970,24,3
1537,PRELUDIUM,4,NZ7,90000,24,3
1538,PRELUDIUM,4,NZ7,137960,36,3
1539,PRELUDIUM,6,NZ1,100000,24,2
1540,PRELUDIUM,4,NZ7,99996,36,3
1541,PRELUDIUM,6,NZ8,99755,24,2
1542,PRELUDIUM,4,NZ7,149950,36,3
1543,PRELUDIUM,4,NZ7,148785,36,3
1544,PRELUDIUM,4,NZ7,150000,36,2
1545,PRELUDIUM,4,NZ7,150000,36,3
1546,PRELUDIUM,4,NZ7,148200,36,3
1547,PRELUDIUM,4,NZ7,149600,36,2
1548,PRELUDIUM,4,NZ8,148015,36,2
1549,PRELUDIUM,4,NZ8,149884,36,3
1550,PRELUDIUM,8,NZ3,50000,12,2
1551,PRELUDIUM,4,NZ8,67646,19,3
1552,PRELUDIUM,4,NZ8,149999,36,2
1553,PRELUDIUM,4,NZ8,148922,36,2
1554,PRELUDIUM,4,NZ8,140124,36,3
1555,PRELUDIUM,4,NZ8,149100,36,3
1556,PRELUDIUM,4,NZ8,149500,36,2
1557,PRELUDIUM,4,NZ8,99970,24,3
1558,PRELUDIUM,4,ST4,48100,12,2
1559,PRELUDIUM,4,NZ8,69034,18,3
1560,PRELUDIUM,4,NZ8,149948,36,3
1561,PRELUDIUM,4,NZ8,98700,24,3
1562,PRELUDIUM,4,NZ8,149300,36,2
1563,PRELUDIUM,4,NZ8,150000,36,3
1564,PRELUDIUM,4,NZ9,150000,36,2
1565,PRELUDIUM,4,NZ9,150000,36,2
1566,PRELUDIUM,4,NZ9,150000,36,3
1567,PRELUDIUM,4,NZ9,149860,36,3
1568,PRELUDIUM,4,NZ9,123500,30,3
1569,PRELUDIUM,4,NZ9,83333,20,2
1570,PRELUDIUM,4,NZ9,50000,12,2
1571,PRELUDIUM,4,NZ9,99900,24,2
1572,PRELUDIUM,4,NZ9,149520,36,2
1573,PRELUDIUM,4,NZ9,49910,12,2
1574,PRELUDIUM,4,NZ9,49400,12,2
1575,PRELUDIUM,4,NZ9,149350,36,3
1576,PRELUDIUM,4,NZ9,150000,36,3
1577,PRELUDIUM,4,NZ9,100000,24,3
1578,PRELUDIUM,4,NZ9,150000,36,3
1579,PRELUDIUM,4,NZ9,96330,24,2
1580,PRELUDIUM,4,NZ9,96000,24,2
1581,PRELUDIUM,4,NZ9,129860,36,3
1582,PRELUDIUM,4,NZ9,150000,36,2
1583,PRELUDIUM,4,NZ9,100000,24,3
1584,PRELUDIUM,4,NZ9,74000,18,3
1585,PRELUDIUM,4,NZ9,150000,36,3
1586,PRELUDIUM,4,NZ9,149400,36,3
1587,PRELUDIUM,4,NZ9,97661,24,2
1588,PRELUDIUM,4,NZ9,50000,12,3
1589,PRELUDIUM,4,ST1,61740,27,2
1590,PRELUDIUM,4,ST1,50110,18,2
1591,PRELUDIUM,4,ST1,67700,18,2
1592,PRELUDIUM,4,ST1,62400,30,2
1593,PRELUDIUM,4,ST1,37800,12,2
1594,PRELUDIUM,4,ST1,59900,24,2
1595,PRELUDIUM,4,ST1,79550,36,2
1596,PRELUDIUM,4,ST1,86740,36,2
1597,PRELUDIUM,4,ST1,70200,24,2
1598,PRELUDIUM,4,ST10,81450,24,2
1599,PRELUDIUM,4,ST10,98020,24,2
1600,PRELUDIUM,4,ST10,99216,24,2
1601,PRELUDIUM,4,ST10,99840,24,2
1602,PRELUDIUM,4,ST10,50000,12,3
1603,PRELUDIUM,4,ST10,97050,24,2
1604,PRELUDIUM,4,ST10,125000,30,3
1605,PRELUDIUM,4,ST10,149440,36,2
1606,PRELUDIUM,4,ST10,147375,36,2
1607,PRELUDIUM,4,ST10,98800,24,2
1608,PRELUDIUM,4,ST10,99970,24,3
1609,PRELUDIUM,4,ST10,149780,36,2
1610,PRELUDIUM,4,ST10,87432,24,2
1611,PRELUDIUM,4,ST10,98060,24,2
1612,PRELUDIUM,4,ST10,75440,24,3
1613,PRELUDIUM,4,ST10,149990,36,2
1614,PRELUDIUM,4,ST10,149630,36,2
1615,PRELUDIUM,4,ST5,49600,12,3
1616,PRELUDIUM,4,ST10,145600,36,2
1617,PRELUDIUM,4,ST10,104649,36,2
1618,PRELUDIUM,4,ST2,91150,24,2
1619,PRELUDIUM,4,ST2,71630,20,3
1620,PRELUDIUM,4,ST2,49900,12,2
1621,PRELUDIUM,4,ST2,79800,24,2
1622,PRELUDIUM,4,ST3,82840,24,2
1623,PRELUDIUM,4,ST3,149994,36,3
1624,PRELUDIUM,4,ST3,99500,24,3
1625,PRELUDIUM,4,ST3,98740,24,2
1626,PRELUDIUM,4,ST3,99972,24,2
1627,PRELUDIUM,4,ST3,76640,24,2
1628,PRELUDIUM,4,ST3,97500,24,2
1629,PRELUDIUM,4,ST7,49990,12,2
1630,PRELUDIUM,4,ST3,149994,36,3
1631,PRELUDIUM,4,ST4,93900,24,3
1632,PRELUDIUM,4,ST4,137500,33,2
1633,PRELUDIUM,4,ST4,95000,24,2
1634,PRELUDIUM,4,ST4,99800,24,2
1635,PRELUDIUM,4,ST4,99760,24,3
1636,PRELUDIUM,4,ST4,99890,24,3
1637,PRELUDIUM,4,ST4,150000,36,2
1638,PRELUDIUM,4,ST4,99840,24,2
1639,PRELUDIUM,4,ST4,147187,36,3
1640,PRELUDIUM,4,ST4,61350,15,2
1641,PRELUDIUM,4,ST4,150000,36,3
1642,PRELUDIUM,4,ST4,149600,36,2
1643,PRELUDIUM,4,ST4,98810,24,3
1644,PRELUDIUM,4,ST5,149940,36,2
1645,PRELUDIUM,4,ST5,98720,24,2
1646,PRELUDIUM,4,ST5,99995,24,2
1647,PRELUDIUM,4,ST5,49860,12,2
1648,PRELUDIUM,4,ST5,147740,36,2
1649,PRELUDIUM,4,ST5,99450,24,2
1650,PRELUDIUM,4,ST5,98070,24,2
1651,PRELUDIUM,4,ST5,149380,36,3
1652,PRELUDIUM,4,ST5,149940,36,2
1653,PRELUDIUM,4,ST5,99590,24,2
1654,PRELUDIUM,4,ST5,74640,18,2
1655,PRELUDIUM,4,ST5,74500,18,3
1656,PRELUDIUM,4,ST5,124840,30,2
1657,PRELUDIUM,4,ST5,49400,12,2
1658,PRELUDIUM,4,ST5,98000,24,2
1659,PRELUDIUM,4,ST5,98000,24,2
1660,PRELUDIUM,4,ST5,149440,36,2
1661,PRELUDIUM,4,ST5,74500,18,2
1662,PRELUDIUM,4,ST5,148717,36,3
1663,PRELUDIUM,4,ST5,132125,36,3
1664,PRELUDIUM,4,ST5,99999,24,2
1665,PRELUDIUM,4,ST5,99810,24,2
1666,PRELUDIUM,4,ST5,98550,24,3
1667,PRELUDIUM,4,ST5,149804,36,2
1668,PRELUDIUM,4,ST5,149940,36,2
1669,PRELUDIUM,4,ST5,100000,24,2
1670,PRELUDIUM,4,ST5,123840,30,2
1671,PRELUDIUM,4,ST5,124700,30,2
1672,PRELUDIUM,4,ST5,99970,24,3
1673,PRELUDIUM,4,ST5,98800,24,3
1674,PRELUDIUM,4,ST5,91450,24,2
1675,PRELUDIUM,4,ST5,108333,26,2
1676,PRELUDIUM,4,ST5,97120,24,2
1677,PRELUDIUM,4,ST5,99918,24,2
1678,PRELUDIUM,4,ST5,50000,12,2
1679,PRELUDIUM,4,ST5,149500,36,3
1680,PRELUDIUM,4,ST6,98340,36,2
1681,PRELUDIUM,4,ST6,126200,36,2
1682,PRELUDIUM,4,ST6,81120,24,2
1683,PRELUDIUM,4,ST6,118600,30,3
1684,PRELUDIUM,4,ST6,148900,36,2
1685,PRELUDIUM,4,ST6,149898,36,2
