,type,edition,subpanel_code,budget_numeric,duration_numeric,coinvestigators_numeric
567,PRELUDIUM,1,ST8,197500,36,4
568,PRELUDIUM,1,ST8,321500,36,7
569,PRELUDIUM,1,ST8,63110,30,2
570,PRELUDIUM,1,ST8,64000,24,2
571,PRELUDIUM,1,ST8,196300,24,4
572,PRELUDIUM,1,ST8,175500,15,6
573,PRELUDIUM,1,ST8,218608,24,3
574,PRELUDIUM,1,ST8,199029,20,3
575,PRELUDIUM,1,ST8,57120,22,2
576,PRELUDIUM,1,ST8,90600,30,2
577,PRELUDIUM,1,ST8,60000,24,5
578,PRELUDIUM,1,ST8,106500,26,2
579,PRELUDIUM,1,ST8,71500,17,2
580,PRELUDIUM,1,ST8,59800,24,2
581,PRELUDIUM,1,ST8,295230,24,2
582,PRELUDIUM,1,ST8,257000,24,4
583,PRELUDIUM,1,ST8,97630,24,2
584,PRELUDIUM,1,ST8,200000,24,2
585,PRELUDIUM,1,ST8,39000,12,2
586,PRELUDIUM,1,ST8,138840,24,2
587,PRELUDIUM,1,ST8,159900,24,1
588,PRELUDIUM,1,ST8,80000,24,3
589,PRELUDIUM,1,ST8,167344,14,3
590,PRELUDIUM,1,ST8,98400,12,3
591,PRELUDIUM,1,ST8,230400,36,4
592,PRELUDIUM,1,ST8,170320,24,4
593,PRELUDIUM,1,ST8,308200,26,3
594,PRELUDIUM,1,ST8,97500,24,4
595,PRELUDIUM,1,ST8,121720,24,2
596,PRELUDIUM,1,ST8,270400,36,5
597,PRELUDIUM,1,ST8,68800,24,2
598,PRELUDIUM,1,ST8,70000,24,2
599,PRELUDIUM,1,ST9,156840,36,2
600,PRELUDIUM,1,ST9,41200,18,2
601,PRELUDIUM,1,ST9,73380,24,2
602,PRELUDIUM,1,ST9,52455,15,2
603,PRELUDIUM,1,ST9,45560,18,1
604,PRELUDIUM,1,ST9,135200,36,2
605,PRELUDIUM,1,ST9,113880,36,2
606,PRELUDIUM,1,ST9,113880,36,2
607,PRELUDIUM,1,ST9,117390,36,1
608,PRELUDIUM,1,ST9,58500,24,2
609,PRELUDIUM,2,HS1,72625,24,2
610,PRELUDIUM,2,HS1,22200,21,2
611,PRELUDIUM,2,HS1,49250,24,2
612,PRELUDIUM,2,HS1,29120,18,2
613,PRELUDIUM,2,HS1,66115,30,2
614,PRELUDIUM,2,HS1,32240,18,2
615,PRELUDIUM,2,HS1,46000,36,2
616,PRELUDIUM,2,HS2,159700,36,3
617,PRELUDIUM,2,HS2,70150,36,2
618,PRELUDIUM,2,HS2,45680,24,2
619,PRELUDIUM,2,HS2,37200,18,2
620,PRELUDIUM,2,HS2,98020,36,2
621,PRELUDIUM,2,HS2,28000,30,2
622,PRELUDIUM,2,HS2,27060,18,2
623,PRELUDIUM,2,HS2,53880,24,2
624,PRELUDIUM,2,HS2,262300,30,3
625,PRELUDIUM,2,HS2,44500,18,2
626,PRELUDIUM,2,HS2,34840,14,2
627,PRELUDIUM,2,HS2,113850,24,3
628,PRELUDIUM,2,HS2,179750,30,3
629,PRELUDIUM,2,HS2,59000,24,2
630,PRELUDIUM,2,HS2,48035,24,2
631,PRELUDIUM,2,HS2,32640,12,2
632,PRELUDIUM,2,HS3,52206,36,2
633,PRELUDIUM,2,HS3,74760,24,2
634,PRELUDIUM,2,HS3,84940,27,2
635,PRELUDIUM,2,HS3,27255,36,2
636,PRELUDIUM,2,HS3,72240,36,3
637,PRELUDIUM,2,HS3,66800,24,2
638,PRELUDIUM,2,HS3,117275,18,2
639,PRELUDIUM,2,HS3,33930,24,2
640,PRELUDIUM,2,HS3,149140,30,2
641,PRELUDIUM,2,HS3,198950,36,2
642,PRELUDIUM,2,HS3,37993,24,2
643,PRELUDIUM,2,HS3,31200,30,2
644,PRELUDIUM,2,HS3,60000,36,2
645,PRELUDIUM,2,HS3,63600,27,2
646,PRELUDIUM,2,HS3,108144,24,2
647,PRELUDIUM,2,HS3,34320,18,2
648,PRELUDIUM,2,HS3,50130,24,2
649,PRELUDIUM,2,HS3,107150,36,2
650,PRELUDIUM,2,HS3,56400,24,2
651,PRELUDIUM,2,HS3,150655,36,3
652,PRELUDIUM,2,HS3,58100,36,2
653,PRELUDIUM,2,HS3,32430,24,2
654,PRELUDIUM,2,HS3,56040,18,2
655,PRELUDIUM,2,HS4,119120,26,3
656,PRELUDIUM,2,HS4,68810,24,2
657,PRELUDIUM,2,HS4,48100,16,3
658,PRELUDIUM,2,HS4,63240,24,2
659,PRELUDIUM,2,HS4,75480,24,2
660,PRELUDIUM,2,HS4,101900,36,2
661,PRELUDIUM,2,HS4,63750,24,2
662,PRELUDIUM,2,HS4,67144,24,2
663,PRELUDIUM,2,HS4,64800,24,2
664,PRELUDIUM,2,HS4,34360,17,3
665,PRELUDIUM,2,HS4,38966,36,2
666,PRELUDIUM,2,HS4,96000,36,2
667,PRELUDIUM,2,HS4,42000,12,2
668,PRELUDIUM,2,HS4,160900,23,2
669,PRELUDIUM,2,HS4,32500,24,2
670,PRELUDIUM,2,HS4,59100,12,2
671,PRELUDIUM,2,HS4,80130,24,2
672,PRELUDIUM,2,HS4,58750,24,2
673,PRELUDIUM,2,HS4,69123,24,2
674,PRELUDIUM,2,HS4,75600,18,2
675,PRELUDIUM,2,HS5,63211,20,2
676,PRELUDIUM,2,HS5,38220,22,2
677,PRELUDIUM,2,HS5,48500,18,2
678,PRELUDIUM,2,HS5,33050,5,2
679,PRELUDIUM,2,HS5,64550,24,2
680,PRELUDIUM,2,HS5,31070,18,2
681,PRELUDIUM,2,HS5,27820,13,2
682,PRELUDIUM,2,HS5,58800,30,2
683,PRELUDIUM,2,HS5,41900,24,2
684,PRELUDIUM,2,HS5,60000,30,2
685,PRELUDIUM,2,HS5,28000,12,2
686,PRELUDIUM,2,HS5,52360,24,2
687,PRELUDIUM,2,HS5,78600,30,2
688,PRELUDIUM,2,HS6,52130,24,2
689,PRELUDIUM,2,HS6,49566,22,2
690,PRELUDIUM,2,HS6,66000,24,2
691,PRELUDIUM,2,HS6,57290,30,2
692,PRELUDIUM,2,HS6,33933,6,3
693,PRELUDIUM,2,HS6,40680,24,2
694,PRELUDIUM,2,HS6,106374,21,2
695,PRELUDIUM,2,HS6,44796,24,2
696,PRELUDIUM,2,HS6,97900,24,3
697,PRELUDIUM,2,HS6,108110,31,2
698,PRELUDIUM,2,HS6,69000,30,2
699,PRELUDIUM,2,HS6,45110,24,2
700,PRELUDIUM,2,HS6,64244,36,2
701,PRELUDIUM,2,HS6,44056,18,3
702,PRELUDIUM,2,HS6,38473,27,2
703,PRELUDIUM,2,HS6,53300,15,3
704,PRELUDIUM,2,HS6,44800,12,2
705,PRELUDIUM,2,HS6,103130,36,2
706,PRELUDIUM,2,HS6,34300,24,2
707,PRELUDIUM,2,HS6,199960,36,3
708,PRELUDIUM,2,HS6,27204,18,2
709,PRELUDIUM,2,HS6,41000,30,3
710,PRELUDIUM,2,HS6,42000,36,2
711,PRELUDIUM,2,HS6,126300,30,2
712,PRELUDIUM,2,HS6,45250,30,2
713,PRELUDIUM,2,HS6,79690,36,2
714,PRELUDIUM,2,NZ1,297600,36,3
715,PRELUDIUM,2,NZ1,192400,24,2
716,PRELUDIUM,2,NZ1,234300,24,3
717,PRELUDIUM,2,NZ1,116560,24,2
718,PRELUDIUM,2,NZ1,152100,30,2
719,PRELUDIUM,2,NZ1,161000,18,2
720,PRELUDIUM,2,NZ1,150000,12,2
721,PRELUDIUM,2,NZ1,243300,36,3
722,PRELUDIUM,2,NZ2,127500,24,2
723,PRELUDIUM,2,NZ2,145662,36,3
724,PRELUDIUM,2,NZ2,73500,12,3
725,PRELUDIUM,2,NZ2,70900,12,2
726,PRELUDIUM,2,NZ2,393900,24,3
727,PRELUDIUM,2,NZ2,36140,12,3
728,PRELUDIUM,2,NZ2,250000,24,3
729,PRELUDIUM,2,NZ2,344300,36,3
730,PRELUDIUM,2,NZ2,341200,36,3
731,PRELUDIUM,2,NZ2,79100,24,2
732,PRELUDIUM,2,NZ2,230000,24,3
733,PRELUDIUM,2,NZ2,227105,36,3
734,PRELUDIUM,2,NZ3,88140,12,2
735,PRELUDIUM,2,NZ3,168740,15,2
736,PRELUDIUM,2,NZ3,77233,24,2
737,PRELUDIUM,2,NZ3,318750,36,2
738,PRELUDIUM,2,NZ3,79300,24,2
739,PRELUDIUM,2,NZ3,150000,24,2
740,PRELUDIUM,2,NZ3,117000,24,2
741,PRELUDIUM,2,NZ3,369500,36,2
742,PRELUDIUM,2,NZ3,290000,30,3
743,PRELUDIUM,2,NZ3,150000,18,2
744,PRELUDIUM,2,NZ3,325000,36,3
745,PRELUDIUM,2,NZ4,70200,18,2
746,PRELUDIUM,2,NZ4,299191,36,2
747,PRELUDIUM,2,NZ4,175990,36,2
748,PRELUDIUM,2,NZ4,141592,16,2
749,PRELUDIUM,2,NZ4,157000,36,3
750,PRELUDIUM,2,NZ4,308600,24,3
751,PRELUDIUM,2,NZ4,269850,36,2
752,PRELUDIUM,2,NZ4,100000,18,2
753,PRELUDIUM,2,NZ4,143000,24,2
754,PRELUDIUM,2,NZ4,325920,22,3
755,PRELUDIUM,2,NZ5,179500,30,3
756,PRELUDIUM,2,NZ5,246000,36,2
757,PRELUDIUM,2,NZ5,282400,36,3
758,PRELUDIUM,2,NZ5,190612,24,2
759,PRELUDIUM,2,NZ5,220000,24,3
760,PRELUDIUM,2,NZ5,300000,24,2
761,PRELUDIUM,2,NZ5,189100,36,2
762,PRELUDIUM,2,NZ5,215000,36,3
763,PRELUDIUM,2,NZ5,130520,24,2
764,PRELUDIUM,2,NZ5,247500,36,2
765,PRELUDIUM,2,NZ6,397000,36,3
766,PRELUDIUM,2,NZ6,352105,20,3
767,PRELUDIUM,2,NZ6,160550,30,3
768,PRELUDIUM,2,NZ6,111845,36,3
769,PRELUDIUM,2,NZ6,91000,30,2
770,PRELUDIUM,2,NZ7,201230,36,3
771,PRELUDIUM,2,NZ7,132492,36,3
772,PRELUDIUM,2,NZ7,108030,24,3
773,PRELUDIUM,2,NZ7,105000,10,2
774,PRELUDIUM,2,NZ7,180700,24,3
775,PRELUDIUM,2,NZ7,184520,24,3
776,PRELUDIUM,2,NZ7,365200,36,3
777,PRELUDIUM,2,NZ7,214500,30,2
778,PRELUDIUM,2,NZ7,97070,36,3
779,PRELUDIUM,2,NZ7,435125,36,3
780,PRELUDIUM,2,NZ8,173030,24,2
781,PRELUDIUM,2,NZ8,243530,36,2
782,PRELUDIUM,2,NZ8,240500,36,2
783,PRELUDIUM,2,NZ8,189200,18,2
784,PRELUDIUM,2,NZ8,107900,24,2
785,PRELUDIUM,2,NZ8,230640,18,3
786,PRELUDIUM,2,NZ8,239510,36,3
787,PRELUDIUM,2,NZ8,139370,36,3
788,PRELUDIUM,2,NZ8,214365,24,2
789,PRELUDIUM,2,NZ8,145460,18,2
790,PRELUDIUM,2,NZ9,54600,12,2
791,PRELUDIUM,2,NZ9,130000,24,3
792,PRELUDIUM,2,NZ9,390400,31,3
793,PRELUDIUM,2,NZ9,249596,30,3
794,PRELUDIUM,2,NZ9,252100,24,3
795,PRELUDIUM,2,NZ9,61330,18,3
796,PRELUDIUM,2,NZ9,758745,36,3
797,PRELUDIUM,2,NZ9,120000,24,2
798,PRELUDIUM,2,NZ9,488920,36,2
799,PRELUDIUM,2,NZ9,78000,12,2
800,PRELUDIUM,2,NZ9,260040,36,3
801,PRELUDIUM,2,NZ9,232200,30,3
802,PRELUDIUM,2,NZ9,366000,24,3
803,PRELUDIUM,2,ST1,84600,30,2
804,PRELUDIUM,2,ST1,59340,36,2
805,PRELUDIUM,2,ST1,69960,36,2
806,PRELUDIUM,2,ST1,43050,18,2
807,PRELUDIUM,2,ST1,50910,24,2
808,PRELUDIUM,2,ST1,33800,12,2
809,PRELUDIUM,2,ST10,110000,27,2
810,PRELUDIUM,2,ST10,286260,36,2
811,PRELUDIUM,2,ST10,205000,36,2
812,PRELUDIUM,2,ST10,89700,24,2
813,PRELUDIUM,2,ST10,119625,24,2
814,PRELUDIUM,2,ST10,180895,30,3
815,PRELUDIUM,2,ST10,149300,24,3
816,PRELUDIUM,2,ST10,169200,36,3
817,PRELUDIUM,2,ST10,297290,36,3
818,PRELUDIUM,2,ST10,233620,24,2
819,PRELUDIUM,2,ST10,191000,36,2
820,PRELUDIUM,2,ST10,109000,24,2
821,PRELUDIUM,2,ST10,331180,36,2
822,PRELUDIUM,2,ST1,54700,18,2
823,PRELUDIUM,2,ST10,165110,36,2
824,PRELUDIUM,2,ST10,139500,36,2
825,PRELUDIUM,2,ST1,93600,24,2
826,PRELUDIUM,2,ST1,32120,24,2
827,PRELUDIUM,2,ST1,65190,24,2
828,PRELUDIUM,2,ST2,67350,30,2
829,PRELUDIUM,2,ST2,99450,30,2
830,PRELUDIUM,2,ST2,65450,24,2
831,PRELUDIUM,2,ST2,119900,24,3
832,PRELUDIUM,2,ST2,116780,24,2
833,PRELUDIUM,2,ST2,119200,24,2
834,PRELUDIUM,2,ST2,163440,36,2
835,PRELUDIUM,2,ST2,98984,36,2
836,PRELUDIUM,2,ST3,48100,24,2
837,PRELUDIUM,2,ST3,135060,18,3
838,PRELUDIUM,2,ST3,94700,24,2
839,PRELUDIUM,2,ST3,154195,24,3
840,PRELUDIUM,2,ST3,395670,24,3
841,PRELUDIUM,2,ST3,281730,36,3
842,PRELUDIUM,2,ST3,49850,12,2
843,PRELUDIUM,2,ST3,234268,24,2
844,PRELUDIUM,2,ST4,93600,18,2
845,PRELUDIUM,2,ST4,207000,24,2
846,PRELUDIUM,2,ST4,188738,24,2
847,PRELUDIUM,2,ST4,139215,24,3
848,PRELUDIUM,2,ST4,80000,24,2
849,PRELUDIUM,2,ST4,139620,18,2
850,PRELUDIUM,2,ST4,187800,36,2
851,PRELUDIUM,2,ST4,170540,36,2
852,PRELUDIUM,2,ST4,43420,12,2
853,PRELUDIUM,2,ST4,72800,24,3
854,PRELUDIUM,2,ST4,311300,36,3
855,PRELUDIUM,2,ST4,219970,24,2
856,PRELUDIUM,2,ST4,253000,24,3
857,PRELUDIUM,2,ST4,202956,18,3
858,PRELUDIUM,2,ST4,167800,36,2
859,PRELUDIUM,2,ST4,216000,36,3
860,PRELUDIUM,2,ST4,70000,18,2
861,PRELUDIUM,2,ST4,173680,24,3
862,PRELUDIUM,2,ST4,110960,24,2
863,PRELUDIUM,2,ST4,257510,24,2
864,PRELUDIUM,2,ST5,48220,12,2
865,PRELUDIUM,2,ST5,123750,24,2
866,PRELUDIUM,2,ST5,195850,24,3
867,PRELUDIUM,2,ST5,286000,24,3
868,PRELUDIUM,2,ST5,143850,24,3
869,PRELUDIUM,2,ST5,123660,24,2
870,PRELUDIUM,2,ST5,296000,24,3
871,PRELUDIUM,2,ST5,202800,24,2
872,PRELUDIUM,2,ST5,205000,24,2
873,PRELUDIUM,2,ST5,298100,36,2
874,PRELUDIUM,2,ST5,246400,24,3
875,PRELUDIUM,2,ST5,91500,18,3
876,PRELUDIUM,2,ST5,126000,30,2
877,PRELUDIUM,2,ST5,78720,12,2
878,PRELUDIUM,2,ST5,131560,24,3
879,PRELUDIUM,2,ST5,77020,12,2
880,PRELUDIUM,2,ST5,145688,36,2
881,PRELUDIUM,2,ST5,117780,30,2
882,PRELUDIUM,2,ST5,172020,24,3
883,PRELUDIUM,2,ST5,163550,36,3
884,PRELUDIUM,2,ST5,241662,36,2
885,PRELUDIUM,2,ST5,241200,24,3
886,PRELUDIUM,2,ST5,93790,18,2
887,PRELUDIUM,2,ST5,235900,30,3
888,PRELUDIUM,2,ST5,50300,18,2
889,PRELUDIUM,2,ST5,119700,36,3
890,PRELUDIUM,2,ST5,282600,36,3
891,PRELUDIUM,2,ST5,286000,36,3
892,PRELUDIUM,2,ST5,148800,24,2
893,PRELUDIUM,2,ST5,182150,36,2
894,PRELUDIUM,2,ST5,195097,26,2
895,PRELUDIUM,2,ST5,360000,30,3
896,PRELUDIUM,2,ST6,83200,24,2
897,PRELUDIUM,2,ST6,171600,36,2
898,PRELUDIUM,2,ST6,67600,24,2
899,PRELUDIUM,2,ST6,69160,24,2
900,PRELUDIUM,2,ST6,98215,27,3
901,PRELUDIUM,2,ST6,61550,18,2
902,PRELUDIUM,2,ST6,142800,24,3
903,PRELUDIUM,2,ST6,149110,24,2
904,PRELUDIUM,2,ST6,164790,27,3
905,PRELUDIUM,2,ST6,235950,36,3
906,PRELUDIUM,2,ST6,69000,24,2
907,PRELUDIUM,2,ST7,240730,30,2
908,PRELUDIUM,2,ST7,125100,26,2
909,PRELUDIUM,2,ST7,111900,24,2
910,PRELUDIUM,2,ST7,114600,18,3
911,PRELUDIUM,2,ST7,276180,36,2
912,PRELUDIUM,2,ST7,219440,24,2
913,PRELUDIUM,2,ST7,79300,12,2
914,PRELUDIUM,2,ST7,79300,12,2
915,PRELUDIUM,2,ST7,190760,24,3
916,PRELUDIUM,2,ST7,147950,24,2
917,PRELUDIUM,2,ST7,93900,12,2
918,PRELUDIUM,2,ST7,196200,24,3
919,PRELUDIUM,2,ST7,108706,24,2
920,PRELUDIUM,2,ST7,201500,30,3
921,PRELUDIUM,2,ST7,162520,24,2
922,PRELUDIUM,2,ST7,180800,18,3
923,PRELUDIUM,2,ST8,140000,24,2
924,PRELUDIUM,2,ST8,86890,18,2
925,PRELUDIUM,2,ST8,80000,24,2
926,PRELUDIUM,2,ST8,260830,24,3
927,PRELUDIUM,2,ST8,56000,20,2
928,PRELUDIUM,2,ST8,84300,24,2
929,PRELUDIUM,2,ST8,185100,24,3
930,PRELUDIUM,2,ST8,139400,18,2
931,PRELUDIUM,2,ST8,386984,36,3
932,PRELUDIUM,2,ST8,113100,36,3
933,PRELUDIUM,2,ST8,71100,18,2
934,PRELUDIUM,2,ST8,151307,24,3
935,PRELUDIUM,2,ST8,98190,36,2
936,PRELUDIUM,2,ST8,130460,36,2
937,PRELUDIUM,2,ST8,321440,24,2
938,PRELUDIUM,2,ST8,188300,18,3
939,PRELUDIUM,2,ST8,93751,24,2
940,PRELUDIUM,2,ST8,175500,24,3
941,PRELUDIUM,2,ST8,63700,17,3
942,PRELUDIUM,2,ST8,243600,24,3
943,PRELUDIUM,2,ST8,174720,24,3
944,PRELUDIUM,2,ST8,183760,24,3
945,PRELUDIUM,2,ST8,132600,18,2
946,PRELUDIUM,2,ST8,160760,18,2
947,PRELUDIUM,2,ST8,97500,24,2
948,PRELUDIUM,2,ST8,167500,24,3
949,PRELUDIUM,2,ST8,144520,24,2
950,PRELUDIUM,2,ST8,70000,12,3
951,PRELUDIUM,2,ST8,284200,24,3
952,PRELUDIUM,2,ST8,180000,36,3
953,PRELUDIUM,2,ST8,114366,24,2
954,PRELUDIUM,2,ST8,322425,36,3
955,PRELUDIUM,2,ST8,59455,12,2
956,PRELUDIUM,2,ST8,165600,30,2
957,PRELUDIUM,2,ST8,91251,24,2
958,PRELUDIUM,2,ST8,93751,24,2
959,PRELUDIUM,2,ST8,141170,19,2
960,PRELUDIUM,2,ST9,34400,18,2
961,PRELUDIUM,2,ST9,81960,28,2
962,PRELUDIUM,2,ST9,125850,33,2
963,PRELUDIUM,2,ST9,72800,24,2
964,PRELUDIUM,3,HS1,54034,18,2
965,PRELUDIUM,3,HS1,31105,12,2
966,PRELUDIUM,3,HS1,48500,24,2
967,PRELUDIUM,3,HS1,28000,24,2
968,PRELUDIUM,3,HS1,80600,24,2
969,PRELUDIUM,3,HS1,48000,24,2
970,PRELUDIUM,3,HS1,39600,30,2
971,PRELUDIUM,3,HS1,42000,24,2
972,PRELUDIUM,3,HS1,49100,18,2
973,PRELUDIUM,3,HS1,28800,24,2
974,PRELUDIUM,3,HS1,54340,24,2
975,PRELUDIUM,3,HS2,80600,24,2
976,PRELUDIUM,3,HS2,54839,24,2
977,PRELUDIUM,3,HS2,119458,36,2
978,PRELUDIUM,3,HS2,40800,24,2
979,PRELUDIUM,3,HS2,59500,24,2
980,PRELUDIUM,3,HS2,37600,24,2
981,PRELUDIUM,3,HS2,70120,36,2
982,PRELUDIUM,3,HS2,90340,36,2
983,PRELUDIUM,3,HS2,59800,18,2
984,PRELUDIUM,3,HS2,59800,24,2
985,PRELUDIUM,3,HS2,63200,24,2
986,PRELUDIUM,3,HS2,63200,24,2
987,PRELUDIUM,3,HS2,47333,36,2
988,PRELUDIUM,3,HS2,37000,30,2
989,PRELUDIUM,3,HS2,35160,24,2
990,PRELUDIUM,3,HS2,143800,36,2
991,PRELUDIUM,3,HS2,107080,36,2
992,PRELUDIUM,3,HS2,86880,24,2
993,PRELUDIUM,3,HS2,42000,24,2
994,PRELUDIUM,3,HS2,54615,27,2
995,PRELUDIUM,3,HS2,49935,14,2
996,PRELUDIUM,3,HS2,38051,12,2
997,PRELUDIUM,3,HS2,22167,12,2
998,PRELUDIUM,3,HS3,73440,24,2
999,PRELUDIUM,3,HS3,87084,24,2
1000,PRELUDIUM,3,HS3,99775,24,2
1001,PRELUDIUM,3,HS3,74687,18,3
1002,PRELUDIUM,3,HS3,21840,24,2
1003,PRELUDIUM,3,HS3,132370,36,2
1004,PRELUDIUM,3,HS3,38504,24,2
1005,PRELUDIUM,3,HS3,60000,24,2
1006,PRELUDIUM,3,HS3,118920,36,2
1007,PRELUDIUM,3,HS3,98800,24,3
1008,PRELUDIUM,3,HS3,150000,36,2
1009,PRELUDIUM,3,HS3,98410,24,3
1010,PRELUDIUM,3,HS3,77500,24,2
1011,PRELUDIUM,3,HS3,148350,36,2
1012,PRELUDIUM,3,HS3,116194,36,2
1013,PRELUDIUM,3,HS3,88660,36,2
1014,PRELUDIUM,3,HS3,24700,18,2
1015,PRELUDIUM,3,HS3,81900,36,2
1016,PRELUDIUM,3,HS3,79279,24,2
1017,PRELUDIUM,3,HS3,73220,24,3
1018,PRELUDIUM,3,HS3,76460,36,2
1019,PRELUDIUM,3,HS3,56500,30,2
1020,PRELUDIUM,3,HS3,88721,24,2
1021,PRELUDIUM,3,HS3,49910,29,3
1022,PRELUDIUM,3,HS3,47720,36,2
1023,PRELUDIUM,3,HS4,77125,24,2
1024,PRELUDIUM,3,HS4,55075,24,2
1025,PRELUDIUM,3,HS4,91324,22,2
1026,PRELUDIUM,3,HS4,85625,24,2
1027,PRELUDIUM,3,HS4,39380,21,2
1028,PRELUDIUM,3,HS4,119080,30,2
1029,PRELUDIUM,3,HS4,61700,30,2
1030,PRELUDIUM,3,HS4,44679,12,2
1031,PRELUDIUM,3,HS4,29173,12,2
1032,PRELUDIUM,3,HS4,99646,24,3
1033,PRELUDIUM,3,HS4,69780,18,2
1034,PRELUDIUM,3,HS4,82100,36,2
1035,PRELUDIUM,3,HS4,41600,20,2
1036,PRELUDIUM,3,HS4,114550,30,2
1037,PRELUDIUM,3,HS4,46800,12,2
1038,PRELUDIUM,3,HS4,88530,24,2
1039,PRELUDIUM,3,HS4,24840,24,2
1040,PRELUDIUM,3,HS4,27000,12,2
1041,PRELUDIUM,3,HS4,59600,21,3
1042,PRELUDIUM,3,HS4,61050,24,2
1043,PRELUDIUM,3,HS4,94920,24,3
1044,PRELUDIUM,3,HS4,27550,12,2
1045,PRELUDIUM,3,HS4,46500,16,2
1046,PRELUDIUM,3,HS4,69040,36,3
1047,PRELUDIUM,3,HS4,54000,24,2
1048,PRELUDIUM,3,HS5,59900,15,2
1049,PRELUDIUM,3,HS5,46500,21,2
1050,PRELUDIUM,3,HS5,58200,36,2
1051,PRELUDIUM,3,HS5,98740,24,2
1052,PRELUDIUM,3,HS5,92390,24,2
1053,PRELUDIUM,3,HS5,24440,12,2
1054,PRELUDIUM,3,HS5,61600,30,2
1055,PRELUDIUM,3,HS5,65538,24,2
1056,PRELUDIUM,3,HS5,54860,24,2
1057,PRELUDIUM,3,HS5,60600,18,2
1058,PRELUDIUM,3,HS5,89440,24,2
1059,PRELUDIUM,3,HS5,85820,24,2
1060,PRELUDIUM,3,HS5,80810,20,2
1061,PRELUDIUM,3,HS5,41020,12,2
1062,PRELUDIUM,3,HS5,89600,26,2
1063,PRELUDIUM,3,HS6,100000,24,2
1064,PRELUDIUM,3,HS6,122661,31,3
1065,PRELUDIUM,3,HS6,130533,36,3
1066,PRELUDIUM,3,HS6,60373,36,2
1067,PRELUDIUM,3,HS6,62400,24,3
1068,PRELUDIUM,3,HS6,55080,16,3
1069,PRELUDIUM,3,HS6,112400,36,2
1070,PRELUDIUM,3,HS6,49450,12,2
1071,PRELUDIUM,3,HS6,139962,36,2
1072,PRELUDIUM,3,HS6,99520,24,2
1073,PRELUDIUM,3,HS6,54000,36,2
1074,PRELUDIUM,3,HS6,88774,24,2
1075,PRELUDIUM,3,HS6,149640,36,3
1076,PRELUDIUM,3,HS6,54581,24,3
1077,PRELUDIUM,3,HS6,49974,12,2
1078,PRELUDIUM,3,NZ1,50000,12,2
1079,PRELUDIUM,3,NZ1,97500,24,3
1080,PRELUDIUM,3,NZ1,99500,24,2
1081,PRELUDIUM,3,NZ1,100000,24,2
1082,PRELUDIUM,3,NZ1,100000,24,2
1083,PRELUDIUM,3,NZ1,100000,24,2
1084,PRELUDIUM,3,NZ1,150000,36,3
1085,PRELUDIUM,3,NZ1,149448,36,2
1086,PRELUDIUM,3,NZ1,49920,12,2
1087,PRELUDIUM,3,NZ1,100000,24,3
1088,PRELUDIUM,3,NZ1,99998,24,3
1089,PRELUDIUM,3,NZ1,99260,24,2
1090,PRELUDIUM,3,NZ1,99200,24,2
1091,PRELUDIUM,3,NZ1,75000,18,3
1092,PRELUDIUM,3,NZ2,74400,18,2
1093,PRELUDIUM,3,NZ2,149980,36,2
1094,PRELUDIUM,3,NZ2,149500,36,2
1095,PRELUDIUM,3,NZ2,148444,36,2
1096,PRELUDIUM,3,NZ2,144336,36,2
1097,PRELUDIUM,3,NZ2,99995,24,2
1098,PRELUDIUM,3,NZ2,99850,24,3
1099,PRELUDIUM,3,NZ2,49680,12,2
1100,PRELUDIUM,3,NZ2,150000,36,2
1101,PRELUDIUM,3,NZ2,97500,24,3
1102,PRELUDIUM,3,NZ3,99996,24,2
1103,PRELUDIUM,3,NZ3,150000,36,2
1104,PRELUDIUM,3,NZ3,99940,24,2
1105,PRELUDIUM,3,NZ3,100000,24,3
1106,PRELUDIUM,3,NZ3,100000,24,2
1107,PRELUDIUM,3,NZ3,149600,36,2
1108,PRELUDIUM,3,NZ3,75000,18,2
1109,PRELUDIUM,3,NZ3,79520,24,2
1110,PRELUDIUM,3,NZ3,150000,36,3
1111,PRELUDIUM,3,NZ3,75000,18,2
1112,PRELUDIUM,3,NZ4,148980,36,2
1113,PRELUDIUM,3,NZ4,99770,24,3
1114,PRELUDIUM,3,NZ4,149500,36,3
1115,PRELUDIUM,3,NZ4,100000,24,3
1116,PRELUDIUM,3,NZ4,150000,36,2
1117,PRELUDIUM,3,NZ4,148200,36,2
1118,PRELUDIUM,3,NZ4,149400,36,2
1119,PRELUDIUM,3,NZ4,149955,36,3
1120,PRELUDIUM,3,NZ4,150000,36,2
1121,PRELUDIUM,3,NZ4,49998,12,2
1122,PRELUDIUM,3,NZ4,100000,24,2
1123,PRELUDIUM,3,NZ4,99970,24,2
1124,PRELUDIUM,3,NZ4,99970,24,2
1125,PRELUDIUM,3,NZ5,149890,36,2
1126,PRELUDIUM,3,NZ5,149850,36,3
1127,PRELUDIUM,3,NZ5,150000,36,3
1128,PRELUDIUM,3,NZ5,149500,36,2
1129,PRELUDIUM,3,NZ5,140556,36,2
1130,PRELUDIUM,3,NZ5,50000,12,3
1131,PRELUDIUM,3,NZ5,99575,24,2
1132,PRELUDIUM,3,NZ5,98800,24,3
1133,PRELUDIUM,3,NZ5,148590,36,2
1134,PRELUDIUM,3,NZ5,149600,36,2
1135,PRELUDIUM,3,NZ5,150000,36,2
