Id,Descriptors
2016/23/N/HS2/01046,HS2_6
2016/23/N/HS2/01046,HS6_1
2015/17/N/HS1/02122,HS1_7
2015/17/N/HS1/02122,HS5_6
2015/17/N/HS1/02156,HS1_4
2015/17/N/HS2/03198,HS2_14
2015/17/N/HS2/03198,HS6_15
2015/17/N/HS2/03198,HS5_9
2015/17/N/HS2/03310,HS2_9
2015/17/N/HS2/03310,HS2_10
2015/17/N/HS3/02855,HS3_11
2015/17/N/HS3/02855,HS3_8
2015/17/N/HS4/00209,HS4_1
2015/17/N/HS4/00209,HS4_6
2015/17/N/HS4/00209,HS4_3
2015/17/N/HS4/00886,HS4_2
2015/17/N/HS4/02939,HS4_6
2015/17/N/HS4/02939,HS4_7
2015/17/N/HS6/03013,HS6_4
2015/17/N/HS6/03013,HS6_5
2015/17/N/HS6/03013,NZ4_10
2015/19/N/HS1/00977,HS1_1
2015/19/N/HS1/00977,HS1_5
2015/19/N/HS1/00977,HS3_6
2015/19/N/HS2/03406,HS2_8
2015/19/N/HS2/03406,HS3_5
2015/19/N/HS3/00496,HS3_11
2015/19/N/HS3/00496,HS6_19
2015/19/N/HS3/00496,HS4_12
2015/19/N/HS3/00879,HS3_8
2015/19/N/HS3/00907,HS3_8
2015/19/N/HS3/02151,HS3_8
2015/19/N/HS3/02466,HS3_7
2015/19/N/HS3/02466,HS3_12
2015/19/N/HS3/03626,HS3_8
2015/19/N/HS5/00004,HS5_7
2015/19/N/HS5/00029,HS1_3
2015/19/N/HS5/00029,HS5_1
2015/19/N/HS5/00029,HS6_1
2015/19/N/HS5/01557,HS5_5
2015/19/N/HS5/01557,HS5_11
2015/19/N/HS5/02540,HS6_16
2015/19/N/HS5/02540,HS5_7
2015/19/N/HS5/02540,HS5_10
2015/19/N/HS6/00607,HS6_20
2015/19/N/HS6/00607,HS6_2
2015/19/N/HS6/02364,HS6_1
2015/19/N/HS6/02364,HS6_5
2015/19/N/HS6/02364,HS6_3
2016/21/N/HS1/03491,HS1_7
2016/21/N/HS1/03492,HS1_2
2016/21/N/HS1/03492,HS1_1
2016/21/N/HS2/02605,HS2_6
2016/21/N/HS2/02605,HS6_1
2016/21/N/HS2/02645,HS2_14
2016/21/N/HS3/00041,HS3_8
2016/21/N/HS3/03241,HS3_5
2016/21/N/HS3/03241,HS3_11
2016/21/N/HS3/03241,HS6_16
2016/21/N/HS3/03461,HS3_1
2016/21/N/HS3/03461,HS3_5
2016/21/N/HS3/03461,HS3_6
2016/21/N/HS5/00014,HS5_1
2016/21/N/HS5/00014,HS5_5
2016/21/N/HS5/00014,HS1_15
2016/21/N/HS6/02635,NZ4_10
2016/21/N/HS6/02635,HS6_1
2016/21/N/HS6/02685,HS6_3
2016/21/N/HS6/02840,HS6_1
2016/21/N/HS6/02877,HS6_14
2016/21/N/HS6/02877,HS6_20
2016/21/N/HS6/02902,HS6_17
2016/21/N/HS6/02953,HS6_1
2016/21/N/HS6/02953,HS6_2
2016/23/N/HS1/00531,HS1_2
2016/23/N/HS1/00641,HS1_7
2016/23/N/HS1/00641,HS1_5
2016/23/N/HS1/00641,HS1_16
2016/23/N/HS1/02887,HS1_6
2016/23/N/HS2/01369,HS2_11
2016/23/N/HS2/01369,HS2_4
2016/23/N/HS2/01369,HS2_3
2016/23/N/HS3/00254,HS3_8
2016/23/N/HS3/00813,HS3_2
2016/23/N/HS3/00813,HS3_11
2016/23/N/HS3/00813,HS3_5
2016/23/N/HS3/03649,HS3_11
2016/23/N/HS3/03649,HS2_14
2016/23/N/HS4/02106,HS4_3
2016/23/N/HS4/02106,HS4_4
2016/23/N/HS4/03824,HS4_9
2016/23/N/HS5/01752,HS5_5
2016/23/N/HS6/00793,HS6_1
2016/23/N/HS6/00793,HS6_5
2016/23/N/HS6/00807,HS6_1
2016/23/N/HS6/00807,HS6_3
2016/23/N/HS6/00810,HS6_13
2016/23/N/HS6/00810,HS6_20
2016/23/N/HS6/01590,HS6_2
2016/23/N/HS6/02346,HS6_1
2016/23/N/HS6/02346,HS6_3
2016/23/N/HS6/02346,HS6_5
2016/23/N/HS6/02906,HS6_3
2016/23/N/HS6/02906,HS6_1
2016/23/N/HS6/02906,HS6_5
2016/23/N/HS6/02928,HS6_1
2017/25/N/HS1/01378,HS1_2
2017/25/N/HS1/02500,HS1_10
2017/25/N/HS1/02500,HS1_12
2017/25/N/HS1/02500,HS1_2
2017/25/N/HS1/02779,HS1_4
2017/25/N/HS2/00481,HS3_2
2017/25/N/HS2/00481,HS2_8
2017/25/N/HS2/00481,HS3_1
2017/25/N/HS3/00576,HS3_1
2017/25/N/HS3/00576,HS3_2
2017/25/N/HS3/00576,HS3_3
2017/25/N/HS3/01140,HS3_8
2017/25/N/HS3/01748,HS3_8
2017/25/N/HS3/01748,HS3_5
2017/25/N/HS3/01748,HS3_9
2017/25/N/HS3/02097,HS3_8
2017/25/N/HS3/02514,HS3_8
2017/25/N/HS3/02514,HS3_11
2017/25/N/HS4/01405,HS4_1
2017/25/N/HS4/01405,HS4_3
2017/25/N/HS4/01405,HS4_7
2017/25/N/HS4/01843,HS4_2
2017/25/N/HS4/02341,HS4_12
2017/25/N/HS4/02341,HS5_9
2017/25/N/HS4/02344,HS4_1
2017/25/N/HS4/02344,HS4_3
2017/25/N/HS4/02344,ST6_7
2017/25/N/HS4/02453,HS4_1
2017/25/N/HS5/00934,HS5_5
2017/25/N/HS5/00934,HS5_1
2017/25/N/HS5/00934,HS5_2
2017/25/N/HS5/01505,HS5_5
2017/25/N/HS5/01505,HS5_3
2017/25/N/HS5/01505,HS5_11
2017/25/N/HS5/01584,HS5_1
2017/25/N/HS5/02982,HS5_3
2017/25/N/HS5/02982,HS5_11
2017/27/N/HS1/00736,HS1_2
2017/27/N/HS1/00736,HS1_3
2017/27/N/HS1/01636,HS1_1
2017/27/N/HS1/01636,HS1_5
2017/27/N/HS1/01636,HS5_6
2017/27/N/HS2/00064,HS2_5
2017/27/N/HS2/00064,HS2_6
2017/27/N/HS2/00846,HS2_1
2017/27/N/HS2/00846,HS2_2
2017/27/N/HS2/00846,HS2_14
2017/27/N/HS3/00479,HS3_11
2017/27/N/HS3/00479,HS2_14
2017/27/N/HS3/00479,HS6_6
2017/27/N/HS3/02464,ST10_5
2017/27/N/HS3/02464,HS3_8
2017/27/N/HS4/00380,HS4_15
2017/27/N/HS4/00380,HS4_16
2017/27/N/HS4/02116,HS4_2
2017/27/N/HS4/02116,HS4_8
2017/27/N/HS5/00845,HS5_1
2017/27/N/HS5/00845,HS6_14
2017/27/N/HS5/00845,HS1_5
2017/27/N/HS5/01156,HS5_1
2017/27/N/HS5/01156,HS5_5
2017/27/N/HS5/01156,HS1_7
2017/27/N/HS5/02088,HS5_1
2017/27/N/HS5/02088,HS5_4
2017/27/N/HS5/02088,HS6_1
2017/27/N/HS6/00541,HS6_1
2017/27/N/HS6/00723,HS6_15
2017/27/N/HS6/00723,HS6_19
2017/27/N/HS6/00723,HS6_13
2017/27/N/HS6/01029,HS6_1
2017/27/N/HS6/01029,HS6_5
2017/27/N/HS6/02722,HS6_1
2018/29/N/HS1/01867,HS1_7
2018/29/N/HS1/01867,HS5_6
2018/29/N/HS1/02681,HS1_5
2018/29/N/HS2/02219,HS2_2
2018/29/N/HS3/00887,HS3_8
2018/29/N/HS3/00930,HS3_1
2018/29/N/HS3/00930,HS3_3
2018/29/N/HS3/01107,HS3_1
2018/29/N/HS3/01107,HS3_2
2018/29/N/HS3/01107,HS3_13
2018/29/N/HS3/01123,HS3_1
2018/29/N/HS3/01123,HS3_2
2018/29/N/HS4/02742,HS4_14
2018/29/N/HS4/02742,HS4_12
2018/29/N/HS4/02742,HS4_16
2018/29/N/HS4/02783,HS4_3
2018/29/N/HS4/02783,HS4_6
2018/29/N/HS4/02968,HS4_9
2018/29/N/HS5/00685,HS5_2
2018/29/N/HS5/01091,HS5_4
2018/29/N/HS5/01291,HS5_2
2018/29/N/HS5/01291,HS5_7
2018/29/N/HS5/01324,HS5_1
2018/29/N/HS6/00958,HS6_14
2018/29/N/HS6/00958,HS6_16
2018/29/N/HS6/01108,HS6_1
2018/29/N/HS6/01108,HS6_5
2018/29/N/HS6/01108,HS6_3
2018/29/N/HS6/01535,HS6_1
2018/29/N/HS6/01535,HS6_5
2018/29/N/HS6/02321,HS6_19
2018/29/N/HS6/02321,HS3_11
2018/31/N/HS1/02580,HS6_14
2018/31/N/HS1/02580,HS1_6
2018/31/N/HS1/02721,HS1_10
2018/31/N/HS1/02721,HS1_11
2018/31/N/HS1/02721,HS2_2
2018/31/N/HS2/00120,HS2_6
2018/31/N/HS2/00120,HS2_7
2018/31/N/HS2/02453,HS2_14
2018/31/N/HS3/00661,HS5_7
2018/31/N/HS3/00661,HS3_1
2018/31/N/HS3/00661,HS3_3
2018/31/N/HS3/00884,HS3_8
2018/31/N/HS3/00884,HS3_2
2018/31/N/HS3/00884,HS3_5
2018/31/N/HS3/02127,HS3_5
2018/31/N/HS3/02180,HS3_3
2018/31/N/HS3/02180,HS3_1
2018/31/N/HS3/03939,HS3_8
2018/31/N/HS3/03939,ST1_13
2018/31/N/HS4/00634,HS4_15
2018/31/N/HS4/00634,HS4_14
2018/31/N/HS4/00634,ST10_12
2018/31/N/HS4/01753,HS4_6
2018/31/N/HS4/02333,HS4_12
2018/31/N/HS4/02333,HS4_4
2018/31/N/HS4/02333,HS4_3
2018/31/N/HS6/00554,HS6_1
2018/31/N/HS6/00554,HS6_3
2018/31/N/HS6/00554,HS6_4
2018/31/N/HS6/03703,HS6_2
2018/31/N/HS6/03703,HS6_4
2011/01/N/NZ9/00027,NZ9_7
2011/01/N/NZ9/00027,ST4_6
2011/01/N/NZ9/00027,ST4_3
2011/01/N/NZ5/01368,NZ5_3
2011/01/N/NZ1/00214,NZ1_2
2011/01/N/NZ7/00652,NZ7_3
2011/01/N/NZ4/03361,NZ4_11
2011/01/N/NZ4/03361,NZ4_17
2011/01/N/NZ4/03361,ST5_16
2011/01/N/NZ1/00043,NZ2_1
2011/01/N/NZ5/00932,NZ5_3
2011/01/N/NZ4/01126,NZ4_16
2011/01/N/NZ4/01126,NZ4_17
2011/01/N/NZ2/00089,NZ2_3
2011/01/N/NZ2/00089,NZ4_17
2011/01/N/NZ4/03682,NZ4_2
2011/01/N/NZ4/03682,NZ4_7
2011/01/N/NZ4/03682,NZ4_17
2011/01/N/NZ7/00156,NZ1_3
2011/01/N/NZ7/00156,NZ6_4
2011/01/N/NZ7/00156,ST7_5
2011/01/N/NZ6/04186,NZ6_4
2011/01/N/NZ6/04186,NZ1_1
2011/01/N/NZ6/04186,NZ2_1
2011/01/N/NZ4/03695,NZ4_10
2011/01/N/NZ4/03695,HS6_5
2011/01/N/NZ9/07091,NZ9_1
2011/01/N/NZ7/04657,ST3_19
2011/01/N/NZ7/04657,NZ4_11
2011/01/N/NZ7/04657,NZ7_12
2011/01/N/NZ2/02987,NZ4_17
2011/01/N/NZ1/01558,NZ1_1
2011/01/N/NZ1/01558,NZ1_3
2011/01/N/NZ1/01558,NZ2_8
2011/01/N/NZ9/06603,NZ9_9
2011/01/N/NZ9/06603,NZ9_8
2011/01/N/NZ9/06603,NZ9_12
2011/01/N/NZ4/01723,NZ4_11
2011/01/N/NZ9/07086,NZ9_7
2011/01/N/NZ3/02216,NZ1_2
2011/01/N/NZ3/02216,NZ3_1
2011/01/N/NZ3/02216,NZ3_2
2011/01/N/NZ6/01762,NZ6_2
2011/01/N/NZ4/04912,NZ4_9
2011/01/N/NZ4/04912,NZ5_3
2011/01/N/NZ4/04912,NZ5_4
2011/01/N/NZ5/00919,NZ5_5
2011/01/N/NZ2/01653,NZ2_7
2011/01/N/NZ2/01653,NZ2_2
2011/01/N/NZ2/01653,NZ2_1
2011/01/N/NZ5/02757,NZ5_5
2011/01/N/NZ5/02757,NZ5_3
2013/11/N/NZ7/01240,NZ7_15
2013/11/N/NZ7/01240,NZ7_2
2011/01/N/NZ2/01646,NZ2_2
2011/01/N/NZ2/04861,NZ2_2
2011/01/N/NZ3/00228,NZ3_1
2011/01/N/NZ3/00228,NZ3_11
2011/01/N/NZ3/02111,NZ3_5
2011/01/N/NZ3/02111,NZ2_2
2011/01/N/NZ4/01137,NZ4_16
2011/01/N/NZ4/01137,NZ4_17
2011/01/N/NZ4/01137,NZ5_9
2011/01/N/NZ4/01151,NZ4_6
2011/01/N/NZ4/01151,NZ3_7
2011/01/N/NZ4/01151,NZ4_2
2011/01/N/NZ4/01708,NZ4_12
2011/01/N/NZ5/02758,NZ2_1
2011/01/N/NZ5/02758,NZ5_5
2011/01/N/NZ6/00317,NZ6_7
2011/01/N/NZ7/01547,NZ7_2
2011/01/N/NZ7/03578,NZ7_3
2011/01/N/NZ7/03578,NZ7_7
2011/01/N/NZ7/03578,NZ7_4
2011/01/N/NZ7/06227,NZ7_2
2011/01/N/NZ8/00112,NZ8_8
2011/01/N/NZ8/00112,NZ8_10
2011/01/N/NZ9/02332,NZ9_8
2011/01/N/NZ9/02332,NZ1_1
2011/01/N/NZ9/07196,NZ9_1
2011/01/N/NZ9/07196,NZ9_9
2011/01/N/NZ9/07196,NZ3_10
2011/03/N/NZ1/02768,NZ1_1
2011/03/N/NZ1/02768,NZ1_2
2011/03/N/NZ1/03143,NZ1_1
2011/03/N/NZ2/00516,NZ1_1
2011/03/N/NZ2/00516,NZ3_7
2011/03/N/NZ2/00516,NZ5_1
2011/03/N/NZ2/03177,NZ2_7
2011/03/N/NZ2/03177,NZ2_8
2011/03/N/NZ2/03177,NZ2_10
2011/03/N/NZ2/03495,NZ2_2
2011/03/N/NZ2/03495,NZ2_7
2011/03/N/NZ3/00224,NZ3_1
2011/03/N/NZ3/00224,NZ3_7
2011/03/N/NZ3/00224,NZ3_11
2011/03/N/NZ3/01250,NZ3_5
2011/03/N/NZ3/01250,NZ3_6
2011/03/N/NZ3/01250,NZ3_1
2011/03/N/NZ3/01957,NZ3_7
2011/03/N/NZ3/01957,NZ3_1
2011/03/N/NZ3/03926,NZ3_1
2011/03/N/NZ3/03926,NZ3_3
2011/03/N/NZ4/02021,NZ4_7
2011/03/N/NZ4/02021,NZ4_9
2011/03/N/NZ4/02021,NZ4_4
2011/03/N/NZ4/02150,NZ4_6
2011/03/N/NZ4/02965,NZ4_2
2011/03/N/NZ4/02965,NZ4_11
2011/03/N/NZ4/02965,NZ4_6
2011/03/N/NZ5/01460,ST5_23
2011/03/N/NZ5/04363,NZ5_3
2011/03/N/NZ5/04363,NZ6_1
2011/03/N/NZ6/00059,NZ6_5
2011/03/N/NZ6/04655,NZ6_6
2011/03/N/NZ6/04655,NZ6_1
2011/03/N/NZ6/04655,NZ1_9
2011/03/N/NZ7/00327,NZ7_7
2011/03/N/NZ7/00505,NZ7_7
2011/03/N/NZ7/00505,NZ5_1
2011/03/N/NZ7/05066,NZ7_2
2011/03/N/NZ7/05066,NZ7_12
2011/03/N/NZ8/00017,NZ8_1
2011/03/N/NZ8/00017,NZ1_1
2011/03/N/NZ8/02113,NZ8_8
2011/03/N/NZ8/02113,NZ4_3
2011/03/N/NZ9/03798,NZ9_1
2011/03/N/NZ9/03798,NZ9_4
2011/03/N/NZ9/04136,NZ9_7
2012/05/N/NZ1/00002,NZ1_5
2012/05/N/NZ1/00002,NZ1_9
2012/05/N/NZ1/00002,NZ1_2
2012/05/N/NZ1/00044,NZ1_1
2012/05/N/NZ1/00044,NZ1_3
2012/05/N/NZ1/01912,NZ2_3
2012/05/N/NZ2/01647,NZ2_7
2012/05/N/NZ2/01647,NZ2_8
2012/05/N/NZ2/01647,NZ2_2
2012/05/N/NZ4/02347,NZ3_5
2012/05/N/NZ4/02347,NZ4_9
2012/05/N/NZ4/02537,NZ4_5
2012/05/N/NZ5/00844,NZ1_1
2012/05/N/NZ5/00844,NZ3_1
2012/05/N/NZ5/00844,NZ5_3
2012/05/N/NZ5/00868,NZ5_1
2012/05/N/NZ5/00882,NZ4_5
2012/05/N/NZ5/00882,NZ5_1
2012/05/N/NZ5/00882,NZ5_7
2012/05/N/NZ6/03426,NZ6_2
2012/05/N/NZ6/03426,NZ2_6
2012/05/N/NZ6/03426,NZ5_1
2012/05/N/NZ7/00651,NZ7_3
2012/05/N/NZ7/00651,NZ7_7
2012/05/N/NZ7/00776,NZ7_1
2012/05/N/NZ7/00776,NZ7_11
2012/05/N/NZ7/00957,NZ1_9
2012/05/N/NZ7/00957,NZ7_14
2012/05/N/NZ7/01107,NZ7_3
2012/05/N/NZ7/01107,NZ7_7
2012/05/N/NZ7/01803,NZ7_14
2012/05/N/NZ7/01803,ST4_17
2012/05/N/NZ7/01803,ST5_6
2012/05/N/NZ7/01936,NZ7_12
2012/05/N/NZ7/01936,NZ7_14
2012/05/N/NZ7/01936,NZ7_15
2012/05/N/NZ7/01945,NZ7_11
2012/05/N/NZ9/01316,NZ9_7
2012/05/N/NZ9/01399,NZ9_7
2012/05/N/NZ9/01508,NZ9_7
2012/05/N/NZ9/01577,NZ9_9
2012/05/N/NZ9/01577,ST5_6
2012/05/N/NZ9/01577,ST8_1
2012/05/N/NZ9/02360,NZ9_8
2012/05/N/NZ9/02360,NZ9_9
2012/05/N/NZ9/02360,NZ9_10
2012/05/N/NZ9/02388,NZ9_2
2012/07/N/NZ1/00012,NZ1_4
2012/07/N/NZ1/00012,NZ1_10
2012/07/N/NZ1/00012,NZ1_1
2012/07/N/NZ1/03140,NZ1_3
2012/07/N/NZ2/00113,NZ1_5
2012/07/N/NZ2/00113,NZ1_10
2012/07/N/NZ2/00113,NZ5_3
2012/07/N/NZ2/01645,NZ1_1
2012/07/N/NZ2/01645,NZ3_7
2012/07/N/NZ2/01645,NZ3_2
2012/07/N/NZ3/01615,NZ3_2
2012/07/N/NZ3/01615,NZ3_7
2012/07/N/NZ3/01948,NZ1_2
2012/07/N/NZ3/01948,NZ3_1
2012/07/N/NZ3/02033,NZ3_1
2012/07/N/NZ3/02033,NZ3_2
2012/07/N/NZ4/00188,NZ4_6
2012/07/N/NZ4/02117,NZ2_1
2012/07/N/NZ4/02117,NZ3_8
2012/07/N/NZ4/02433,NZ4_11
2012/07/N/NZ5/00026,NZ5_1
2012/07/N/NZ5/00026,NZ5_7
2012/07/N/NZ5/00026,NZ5_9
2012/07/N/NZ5/00069,NZ2_1
2012/07/N/NZ5/00080,NZ5_3
2012/07/N/NZ5/01647,NZ5_5
2012/07/N/NZ5/01647,NZ5_3
2012/07/N/NZ5/01647,NZ5_1
2012/07/N/NZ5/01736,NZ5_1
2012/07/N/NZ5/01736,NZ5_5
2012/07/N/NZ5/02052,NZ5_3
2012/07/N/NZ5/02161,NZ5_3
2012/07/N/NZ6/02954,NZ5_3
2012/07/N/NZ6/02954,NZ5_1
2012/07/N/NZ6/02954,NZ6_2
2012/07/N/NZ7/01902,NZ7_3
2012/07/N/NZ7/02246,NZ7_14
2012/07/N/NZ7/02420,NZ7_14
2012/07/N/NZ7/02420,ST5_16
2012/07/N/NZ7/02420,NZ9_7
2013/11/N/NZ8/00618,NZ8_10
2013/11/N/NZ8/00618,NZ8_12
2013/11/N/NZ8/00618,NZ8_5
2012/07/N/NZ7/04285,NZ7_14
2012/07/N/NZ7/04325,NZ7_14
2012/07/N/NZ7/04325,NZ7_16
2012/07/N/NZ7/04325,NZ5_9
2012/07/N/NZ7/04394,NZ3_7
2012/07/N/NZ7/04394,NZ4_8
2012/07/N/NZ7/04394,NZ3_5
2012/07/N/NZ8/01281,NZ8_4
2012/07/N/NZ8/01281,NZ8_6
2012/07/N/NZ8/01281,NZ8_2
2012/07/N/NZ8/01913,NZ8_2
2012/07/N/NZ8/01913,NZ8_13
2012/07/N/NZ8/02354,NZ8_12
2012/07/N/NZ8/02354,NZ6_6
2012/07/N/NZ8/02354,NZ8_2
2012/07/N/NZ9/01321,NZ8_7
2012/07/N/NZ9/01321,NZ8_12
2012/07/N/NZ9/01321,NZ8_2
2012/07/N/NZ9/02137,NZ9_6
2012/07/N/NZ9/02137,NZ9_10
2012/07/N/NZ9/02137,NZ9_13
2013/09/N/NZ8/03198,NZ8_1
2013/09/N/NZ7/01478,NZ7_14
2013/09/N/NZ7/01478,NZ7_15
2013/11/N/NZ3/00061,NZ3_1
2013/11/N/NZ7/00371,NZ7_2
2013/11/N/NZ7/00371,NZ7_16
2013/09/N/NZ8/03209,NZ8_4
2013/09/N/NZ8/03209,NZ8_1
2013/09/N/NZ8/03209,NZ1_10
2013/09/N/NZ3/03542,NZ3_5
2013/09/N/NZ3/03542,NZ3_6
2013/09/N/NZ3/03542,NZ3_7
2013/09/N/NZ9/01870,NZ9_2
2013/11/N/NZ7/00364,NZ7_16
2013/09/N/NZ8/03231,NZ8_1
2013/11/N/NZ7/00434,NZ7_11
2013/09/N/NZ1/00129,NZ1_1
2013/09/N/NZ1/00129,NZ2_1
2013/09/N/NZ9/01606,NZ9_8
2013/09/N/NZ9/01606,NZ9_9
2013/09/N/NZ9/01606,NZ9_10
2013/09/N/NZ1/01037,NZ2_2
2013/09/N/NZ1/01037,NZ1_1
2013/09/N/NZ2/02080,NZ2_4
2013/09/N/NZ2/02080,NZ2_2
2013/09/N/NZ2/02080,ST4_3
2013/09/N/NZ2/04404,NZ2_8
2013/09/N/NZ2/04404,NZ2_10
2013/09/N/NZ4/02211,NZ4_12
2013/09/N/NZ4/02211,NZ6_3
2013/09/N/NZ4/02211,NZ1_1
2013/09/N/NZ5/00010,NZ5_5
2013/09/N/NZ5/00010,ST4_3
2013/09/N/NZ6/02405,NZ7_15
2013/09/N/NZ6/02405,ST5_16
2013/09/N/NZ6/02405,NZ6_8
2013/09/N/NZ6/03488,NZ6_1
2013/09/N/NZ6/03488,NZ6_4
2013/09/N/NZ6/03488,NZ6_8
2013/09/N/NZ7/00043,NZ7_1
2013/09/N/NZ7/00043,NZ7_11
2013/09/N/NZ7/00043,NZ7_12
2013/09/N/NZ7/01454,NZ6_4
2013/09/N/NZ7/01454,NZ7_14
2013/09/N/NZ7/01461,NZ7_14
2013/09/N/NZ7/01461,NZ7_16
2013/09/N/NZ7/03563,NZ7_1
2013/09/N/NZ7/03563,NZ7_4
2013/09/N/NZ7/03563,NZ7_12
2013/09/N/NZ8/03214,NZ8_1
2013/09/N/NZ8/03214,NZ8_3
2013/09/N/NZ8/03214,NZ8_2
2013/09/N/NZ9/00212,NZ9_2
2013/09/N/NZ9/01292,NZ9_8
2013/09/N/NZ9/01292,NZ9_10
2013/09/N/NZ9/01655,NZ9_2
2013/09/N/NZ9/03134,NZ9_2
2013/11/N/NZ5/00270,NZ5_7
2013/11/N/NZ5/00270,NZ7_14
2013/11/N/NZ5/00270,NZ3_7
2014/15/N/NZ9/00444,NZ9_1
2014/15/N/NZ9/00444,NZ9_9
2015/17/N/NZ8/01571,NZ8_10
2015/17/N/NZ8/01571,NZ8_12
2015/17/N/NZ8/01571,NZ8_4
2015/17/N/NZ3/01091,NZ3_11
2015/17/N/NZ3/01091,NZ3_1
2015/17/N/NZ3/01091,NZ3_9
2015/17/N/NZ9/01136,NZ9_7
2013/11/N/NZ1/02398,NZ1_1
2013/11/N/NZ1/02398,NZ1_9
2013/11/N/NZ1/02398,NZ2_2
2013/11/N/NZ4/02198,NZ4_7
2013/11/N/NZ4/02250,NZ4_11
2013/11/N/NZ5/03394,NZ5_1
2013/11/N/NZ5/03394,NZ3_14
2013/11/N/NZ5/03394,NZ2_12
2013/11/N/NZ7/00723,NZ7_14
2013/11/N/NZ7/00723,ST5_23
2013/11/N/NZ7/01643,NZ7_12
2013/11/N/NZ7/01643,NZ7_14
2013/11/N/NZ7/01643,NZ7_16
2013/11/N/NZ9/04587,NZ9_1
2013/11/N/NZ9/04624,NZ9_2
2015/17/N/NZ7/01039,NZ7_3
2015/17/N/NZ7/01039,NZ7_12
2014/15/N/NZ5/03632,NZ5_3
2014/15/N/NZ5/03632,NZ5_5
2014/15/N/NZ8/00338,NZ8_1
2014/15/N/NZ7/03065,NZ7_2
2014/15/N/NZ7/03065,NZ7_1
2014/15/N/NZ7/03065,NZ7_4
2015/17/N/NZ3/01428,NZ3_6
2015/17/N/NZ3/01428,NZ3_5
2015/17/N/NZ6/03520,NZ6_1
2015/17/N/NZ4/02738,NZ4_12
2015/17/N/NZ4/02738,NZ5_7
2015/17/N/NZ9/00977,NZ9_8
2015/17/N/NZ9/00977,NZ9_11
2015/17/N/NZ4/02834,NZ4_12
2014/13/N/NZ2/03872,NZ2_1
2014/13/N/NZ2/03872,NZ2_2
2014/13/N/NZ3/02692,NZ3_1
2014/13/N/NZ3/02692,NZ1_1
2014/13/N/NZ5/00446,NZ3_7
2014/13/N/NZ5/00446,NZ5_5
2014/13/N/NZ5/00446,NZ6_8
2014/13/N/NZ5/01389,NZ5_3
2014/13/N/NZ6/00639,NZ3_7
2014/13/N/NZ6/00639,NZ6_8
2014/13/N/NZ6/00639,NZ7_2
2014/13/N/NZ6/03985,NZ6_5
2014/13/N/NZ6/03985,NZ6_1
2014/13/N/NZ6/03985,NZ6_4
2014/13/N/NZ9/00914,NZ9_1
2014/13/N/NZ9/00914,NZ9_13
2014/13/N/NZ9/03922,NZ9_2
2014/13/N/NZ9/03922,NZ4_2
2014/13/N/NZ9/03943,NZ9_1
2014/13/N/NZ9/03943,NZ9_13
2014/15/N/NZ1/03326,NZ1_1
2014/15/N/NZ1/03326,NZ1_2
2014/15/N/NZ2/00379,NZ2_5
2014/15/N/NZ2/00379,NZ3_5
2014/15/N/NZ4/01931,NZ4_2
2014/15/N/NZ4/01931,NZ4_7
2014/15/N/NZ4/01931,NZ1_1
2014/15/N/NZ5/03661,NZ5_2
2014/15/N/NZ5/03661,NZ5_8
2014/15/N/NZ5/03661,NZ6_3
2014/15/N/NZ6/02525,NZ6_6
2014/15/N/NZ7/03021,NZ7_12
2014/15/N/NZ7/03021,NZ6_7
2014/15/N/NZ7/03021,NZ1_5
2014/15/N/NZ7/03793,NZ7_12
2014/15/N/NZ7/03793,NZ2_2
2014/15/N/NZ9/01127,NZ9_9
2014/15/N/NZ9/01127,NZ9_8
2014/15/N/NZ9/02425,NZ9_7
2014/15/N/NZ9/02428,NZ9_2
2014/15/N/NZ9/04058,NZ9_7
2015/17/N/NZ1/00041,NZ1_1
2015/17/N/NZ1/00041,NZ1_2
2015/17/N/NZ2/01845,NZ2_3
2015/17/N/NZ2/01845,NZ2_7
2015/17/N/NZ4/02798,NZ4_9
2015/17/N/NZ5/00328,NZ5_3
2015/17/N/NZ5/00686,NZ5_4
2015/17/N/NZ5/00686,NZ5_7
2015/17/N/NZ6/02148,NZ6_4
2015/17/N/NZ6/02148,NZ1_2
2015/17/N/NZ6/02148,NZ1_10
2015/17/N/NZ6/03490,NZ6_1
2015/17/N/NZ6/03490,NZ6_2
2015/17/N/NZ6/03493,NZ6_4
2015/17/N/NZ6/03493,NZ6_3
2015/17/N/NZ7/00969,NZ7_14
2015/17/N/NZ7/00969,NZ7_12
2015/17/N/NZ7/01087,NZ7_14
2015/17/N/NZ7/01087,ST5_11
2015/17/N/NZ9/00960,NZ9_7
2015/17/N/NZ9/03635,NZ9_8
2015/17/N/NZ9/03635,NZ9_13
2015/17/N/NZ9/03635,NZ8_4
2015/19/N/NZ1/00014,NZ1_5
2015/19/N/NZ1/00014,NZ1_10
2015/19/N/NZ1/00014,NZ6_5
2015/19/N/NZ2/01735,NZ2_2
2015/19/N/NZ2/01735,NZ3_1
2015/19/N/NZ2/01735,NZ2_6
2015/19/N/NZ3/02410,NZ3_1
2015/19/N/NZ3/02410,NZ3_2
2015/19/N/NZ3/02410,NZ3_11
2015/19/N/NZ3/03275,NZ3_1
2015/19/N/NZ3/03275,NZ1_1
2015/19/N/NZ4/00572,NZ4_4
2015/19/N/NZ4/00572,NZ4_11
