Id,Descriptors
2016/23/N/NZ1/02960,NZ2_10
2016/23/N/NZ1/02960,NZ1_1
2016/23/N/NZ1/02960,NZ3_7
2016/23/N/NZ2/02372,NZ2_7
2016/23/N/NZ2/02372,NZ2_2
2016/23/N/NZ3/00073,NZ3_4
2016/23/N/NZ3/00073,NZ3_1
2016/23/N/NZ3/00073,NZ3_11
2016/23/N/NZ3/00108,NZ3_5
2016/23/N/NZ3/00108,NZ3_7
2016/23/N/NZ3/00108,NZ3_8
2016/23/N/NZ3/01216,NZ2_3
2016/23/N/NZ3/01216,NZ3_1
2016/23/N/NZ3/01216,NZ1_1
2016/23/N/NZ3/02239,NZ3_2
2016/23/N/NZ3/02239,NZ3_11
2016/23/N/NZ3/02420,NZ3_1
2016/23/N/NZ3/02420,NZ1_1
2016/23/N/NZ3/02934,NZ3_1
2016/23/N/NZ3/02934,NZ3_2
2016/23/N/NZ4/01148,NZ4_7
2016/23/N/NZ4/01337,NZ3_5
2016/23/N/NZ4/01337,NZ4_12
2016/23/N/NZ4/01337,NZ1_1
2016/23/N/NZ5/00597,NZ4_4
2016/23/N/NZ5/00597,NZ5_9
2016/23/N/NZ5/00597,NZ2_2
2016/23/N/NZ5/01428,NZ5_3
2016/23/N/NZ5/02564,NZ5_3
2016/23/N/NZ5/02564,NZ5_7
2016/23/N/NZ5/02564,NZ5_1
2016/23/N/NZ5/02576,NZ5_4
2016/23/N/NZ5/02576,NZ5_6
2016/23/N/NZ5/02577,NZ5_1
2016/23/N/NZ5/02577,NZ2_1
2016/23/N/NZ7/00469,NZ7_14
2016/23/N/NZ7/00475,NZ7_14
2016/23/N/NZ7/01842,NZ7_12
2016/23/N/NZ7/01842,HS6_3
2016/23/N/NZ7/01992,NZ7_1
2016/23/N/NZ7/01992,NZ7_2
2016/23/N/NZ7/02002,NZ7_7
2016/23/N/NZ7/02002,NZ7_16
2016/23/N/NZ8/00287,NZ8_1
2016/23/N/NZ8/02123,NZ8_4
2016/23/N/NZ8/02123,NZ8_5
2016/23/N/NZ8/02123,NZ8_12
2016/23/N/NZ9/00057,NZ9_7
2016/23/N/NZ9/00247,NZ9_8
2016/23/N/NZ9/01578,NZ9_7
2016/23/N/NZ9/01578,NZ7_12
2016/23/N/NZ9/01578,NZ3_3
2016/23/N/NZ9/02145,NZ9_2
2016/23/N/NZ9/02150,NZ9_8
2016/23/N/NZ9/02150,NZ9_11
2016/23/N/NZ9/02150,NZ9_13
2016/23/N/NZ9/02157,NZ9_8
2016/23/N/NZ9/02157,NZ8_4
2016/23/N/NZ9/02157,NZ9_6
2016/23/N/NZ9/02730,NZ9_9
2016/23/N/NZ9/02730,NZ9_6
2016/23/N/NZ9/02730,NZ9_8
2017/25/N/NZ1/00861,NZ1_3
2017/25/N/NZ1/00861,NZ1_4
2017/25/N/NZ1/00861,NZ1_11
2017/25/N/NZ1/01578,NZ1_10
2017/25/N/NZ1/01578,NZ1_9
2017/25/N/NZ1/01578,NZ1_1
2017/25/N/NZ3/00487,NZ3_1
2017/25/N/NZ3/00487,NZ3_13
2017/25/N/NZ3/00741,NZ3_1
2017/25/N/NZ3/00741,NZ3_3
2017/25/N/NZ3/00741,NZ3_7
2017/25/N/NZ3/00837,NZ3_2
2017/25/N/NZ3/00837,NZ3_1
2017/25/N/NZ3/00837,NZ4_3
2017/25/N/NZ4/00558,NZ4_5
2017/25/N/NZ4/00558,NZ1_1
2017/25/N/NZ4/01545,NZ4_12
2017/25/N/NZ4/01545,NZ1_1
2017/25/N/NZ5/02689,NZ5_3
2017/25/N/NZ5/02689,NZ5_7
2017/25/N/NZ5/02689,NZ4_11
2017/25/N/NZ6/01310,NZ1_10
2017/25/N/NZ6/01310,NZ6_5
2017/25/N/NZ6/01310,NZ3_14
2017/25/N/NZ7/00960,ST5_23
2017/25/N/NZ7/00960,NZ7_14
2017/25/N/NZ7/00960,NZ5_7
2017/25/N/NZ8/01197,NZ8_1
2017/25/N/NZ8/01197,NZ8_4
2017/25/N/NZ8/01197,NZ8_14
2017/25/N/NZ9/01736,NZ9_7
2017/25/N/NZ9/01736,NZ9_8
2017/25/N/NZ9/01736,NZ9_9
2017/25/N/NZ9/01822,NZ9_13
2017/25/N/NZ9/01822,NZ1_1
2017/27/N/NZ1/00202,NZ1_1
2017/27/N/NZ1/00202,NZ2_2
2017/27/N/NZ1/00716,NZ2_10
2017/27/N/NZ1/00716,NZ2_7
2017/27/N/NZ1/00716,NZ1_2
2017/27/N/NZ1/01381,NZ1_1
2017/27/N/NZ1/01381,NZ1_2
2017/27/N/NZ1/02871,NZ2_10
2017/27/N/NZ1/02871,ST4_4
2017/27/N/NZ1/02871,NZ1_1
2017/27/N/NZ2/00174,NZ2_1
2017/27/N/NZ2/00174,NZ2_7
2017/27/N/NZ2/03116,NZ2_1
2017/27/N/NZ2/03116,NZ2_2
2017/27/N/NZ3/00369,NZ3_2
2017/27/N/NZ3/00369,NZ1_2
2017/27/N/NZ3/00369,NZ3_1
2017/27/N/NZ3/02707,NZ3_1
2017/27/N/NZ3/02707,NZ3_2
2017/27/N/NZ3/02707,NZ3_7
2017/27/N/NZ4/00033,NZ4_4
2017/27/N/NZ4/00785,NZ4_7
2017/27/N/NZ4/00785,NZ4_9
2017/27/N/NZ4/02863,NZ4_4
2017/27/N/NZ4/02863,NZ7_14
2017/27/N/NZ4/02863,NZ5_3
2017/27/N/NZ5/00838,NZ5_3
2017/27/N/NZ5/00838,NZ3_7
2017/27/N/NZ5/00838,NZ4_4
2017/27/N/NZ5/01079,NZ3_1
2017/27/N/NZ5/01079,NZ5_1
2017/27/N/NZ5/01079,NZ3_7
2017/27/N/NZ5/02504,NZ5_5
2017/27/N/NZ5/02504,NZ5_3
2017/27/N/NZ5/02690,NZ5_5
2017/27/N/NZ5/03035,NZ5_3
2017/27/N/NZ6/02850,NZ6_1
2017/27/N/NZ6/02850,NZ6_8
2017/27/N/NZ8/00305,NZ8_1
2017/27/N/NZ8/00305,NZ8_2
2017/27/N/NZ8/02781,NZ8_9
2017/27/N/NZ8/02781,NZ8_4
2017/27/N/NZ8/02781,NZ8_5
2017/27/N/NZ9/00310,NZ9_1
2017/27/N/NZ9/00310,NZ9_13
2017/27/N/NZ9/00905,NZ9_7
2017/27/N/NZ9/00965,NZ9_4
2017/27/N/NZ9/02009,NZ9_7
2017/27/N/NZ9/02351,NZ9_7
2018/29/N/NZ1/00965,NZ1_10
2018/29/N/NZ1/00965,NZ1_1
2018/29/N/NZ4/00616,NZ4_11
2018/29/N/NZ4/00616,NZ4_9
2018/29/N/NZ4/00616,NZ3_7
2018/29/N/NZ5/00810,NZ5_3
2018/29/N/NZ5/00810,NZ2_12
2018/29/N/NZ5/01911,NZ5_3
2018/29/N/NZ5/01911,NZ5_5
2018/29/N/NZ5/01911,NZ5_7
2018/29/N/NZ5/02422,ST6_13
2018/29/N/NZ5/02422,NZ2_7
2018/29/N/NZ5/02422,NZ5_5
2018/29/N/NZ5/02670,NZ5_1
2018/29/N/NZ5/02670,NZ4_6
2018/29/N/NZ5/02670,NZ4_2
2018/29/N/NZ7/02299,NZ5_5
2018/29/N/NZ7/02299,NZ2_4
2018/29/N/NZ7/02299,NZ7_14
2018/29/N/NZ7/02703,NZ7_2
2018/29/N/NZ7/02703,NZ7_12
2018/29/N/NZ7/02908,NZ7_14
2018/29/N/NZ7/02908,NZ2_4
2018/29/N/NZ8/02616,NZ8_1
2018/29/N/NZ8/02616,NZ8_9
2018/29/N/NZ9/00983,NZ9_9
2018/29/N/NZ9/00983,NZ3_4
2018/29/N/NZ9/00983,NZ4_6
2018/29/N/NZ9/02421,NZ9_7
2018/29/N/NZ9/02421,NZ9_8
2018/29/N/NZ9/02430,NZ1_1
2018/29/N/NZ9/02430,NZ9_4
2018/31/N/NZ1/02891,NZ1_2
2018/31/N/NZ1/02891,NZ1_1
2018/31/N/NZ1/02891,NZ1_10
2018/31/N/NZ1/03064,NZ1_9
2018/31/N/NZ1/03064,NZ1_10
2018/31/N/NZ1/03340,NZ1_9
2018/31/N/NZ1/03340,NZ1_10
2018/31/N/NZ1/03340,NZ1_11
2018/31/N/NZ2/01338,NZ2_3
2018/31/N/NZ2/01338,NZ2_7
2018/31/N/NZ2/02338,NZ2_2
2018/31/N/NZ2/02338,NZ2_6
2018/31/N/NZ2/02338,NZ6_2
2018/31/N/NZ3/02257,NZ3_3
2018/31/N/NZ3/02257,NZ3_1
2018/31/N/NZ3/02257,NZ1_2
2018/31/N/NZ3/03076,NZ3_2
2018/31/N/NZ3/03076,NZ3_1
2018/31/N/NZ3/03076,NZ1_2
2018/31/N/NZ4/00911,ST4_3
2018/31/N/NZ4/00911,NZ4_5
2018/31/N/NZ4/02773,NZ4_7
2018/31/N/NZ4/02773,NZ3_5
2018/31/N/NZ5/01438,NZ5_7
2018/31/N/NZ5/02352,NZ5_1
2018/31/N/NZ5/02352,NZ5_5
2018/31/N/NZ5/02352,NZ5_7
2018/31/N/NZ5/03214,NZ5_3
2018/31/N/NZ5/03214,NZ5_7
2018/31/N/NZ5/03698,NZ5_7
2018/31/N/NZ5/03698,NZ5_3
2018/31/N/NZ5/03698,NZ3_1
2018/31/N/NZ5/03715,NZ5_3
2018/31/N/NZ6/02656,NZ6_1
2018/31/N/NZ6/02656,NZ6_8
2018/31/N/NZ6/03339,NZ6_4
2018/31/N/NZ7/00374,NZ7_14
2018/31/N/NZ7/00374,ST5_10
2018/31/N/NZ7/02421,NZ7_7
2018/31/N/NZ7/02867,NZ7_14
2018/31/N/NZ8/00832,NZ8_2
2018/31/N/NZ8/01602,NZ8_2
2018/31/N/NZ8/01602,NZ8_4
2018/31/N/NZ8/01602,NZ8_11
2018/31/N/NZ9/00536,NZ9_1
2018/31/N/NZ9/01273,NZ9_7
2018/31/N/NZ9/01280,NZ9_7
2011/01/N/NZ9/04563,NZ9_7
2011/01/N/NZ7/00012,NZ7_3
2011/01/N/NZ7/00012,NZ7_7
2011/01/N/NZ9/00245,NZ9_8
2011/01/N/NZ9/00245,NZ8_8
2011/01/N/NZ9/02900,NZ1_1
2011/01/N/NZ9/02900,NZ2_2
2011/01/N/NZ9/02900,NZ2_1
2011/01/N/NZ2/00024,NZ2_2
2011/01/N/NZ2/00024,NZ2_12
2011/01/N/NZ4/01131,NZ4_11
2011/01/N/NZ8/04493,NZ8_4
2011/01/N/NZ8/04493,NZ8_6
2011/01/N/NZ8/04493,NZ8_2
2011/01/N/NZ3/00146,NZ3_1
2011/01/N/NZ4/01145,NZ4_17
2011/01/N/NZ4/01145,NZ2_3
2011/01/N/NZ8/00057,NZ8_8
2011/01/N/NZ8/00057,NZ8_2
2011/01/N/NZ7/02689,NZ7_1
2011/01/N/NZ7/02689,NZ7_4
2011/01/N/NZ7/02689,HS4_3
2011/01/N/NZ1/00199,NZ1_4
2011/01/N/NZ7/00015,NZ7_2
2011/01/N/NZ1/04326,NZ1_2
2011/01/N/NZ1/04326,ST5_16
2011/01/N/NZ1/04326,NZ1_4
2011/01/N/NZ7/04559,NZ7_4
2011/01/N/NZ7/04559,NZ7_12
2011/01/N/NZ7/04559,NZ5_9
2011/01/N/NZ5/01398,NZ5_3
2011/01/N/NZ5/01398,NZ5_5
2011/01/N/NZ2/04813,NZ2_7
2011/01/N/NZ2/04813,NZ2_3
2011/01/N/NZ2/04813,NZ2_8
2011/01/N/NZ1/03648,NZ1_2
2011/01/N/NZ1/03648,NZ1_9
2011/01/N/NZ9/06512,NZ9_1
2011/01/N/NZ4/04962,NZ4_9
2011/01/N/NZ4/04962,NZ4_7
2011/01/N/NZ4/04962,NZ4_4
2011/01/N/NZ9/02456,NZ9_9
2011/01/N/NZ9/02456,NZ9_12
2011/01/N/NZ5/05364,NZ5_11
2011/01/N/NZ5/05364,NZ5_5
2011/01/N/NZ5/05364,NZ5_7
2011/01/N/NZ3/05409,NZ3_5
2011/01/N/NZ3/05409,NZ3_7
2011/01/N/NZ2/01701,NZ2_1
2011/01/N/NZ2/01701,NZ2_2
2011/01/N/NZ2/01701,NZ2_7
2011/01/N/NZ4/04907,NZ4_7
2011/01/N/NZ4/04901,NZ4_7
2011/01/N/NZ3/02953,NZ3_2
2011/01/N/NZ1/00202,NZ3_1
2011/01/N/NZ1/00202,NZ4_11
2014/13/N/NZ3/00863,NZ3_1
2014/13/N/NZ3/00863,NZ2_1
2011/01/N/NZ2/00025,NZ2_4
2011/01/N/NZ2/00025,ST4_3
2011/01/N/NZ2/00025,NZ2_9
2011/01/N/NZ2/04849,NZ2_3
2011/01/N/NZ2/04849,NZ1_1
2011/01/N/NZ2/05276,NZ2_3
2011/01/N/NZ3/00280,NZ3_7
2011/01/N/NZ3/00280,NZ3_1
2011/01/N/NZ3/00280,NZ3_11
2011/01/N/NZ3/00605,NZ3_8
2011/01/N/NZ3/00605,NZ3_13
2011/01/N/NZ3/04602,NZ1_1
2011/01/N/NZ3/04602,NZ5_5
2011/01/N/NZ3/04602,NZ3_5
2011/01/N/NZ4/01710,NZ4_11
2011/01/N/NZ4/01710,NZ4_5
2011/01/N/NZ5/00289,NZ5_3
2011/01/N/NZ5/00289,NZ6_2
2011/01/N/NZ5/00289,NZ2_1
2011/01/N/NZ5/01395,NZ5_7
2011/01/N/NZ8/02009,NZ8_1
2011/01/N/NZ8/02050,NZ8_9
2011/01/N/NZ8/05682,NZ8_2
2011/01/N/NZ9/01899,NZ9_2
2011/01/N/NZ9/01899,NZ4_6
2011/01/N/NZ9/01899,NZ4_2
2011/01/N/NZ9/04502,NZ9_6
2011/01/N/NZ9/04702,NZ9_10
2011/01/N/NZ9/07256,NZ9_2
2011/03/N/NZ1/00141,NZ1_1
2011/03/N/NZ1/00141,NZ1_5
2011/03/N/NZ1/03156,NZ3_5
2011/03/N/NZ1/03156,NZ6_2
2011/03/N/NZ2/01440,NZ2_7
2011/03/N/NZ2/01539,NZ2_1
2011/03/N/NZ2/01539,NZ2_11
2011/03/N/NZ2/01539,NZ2_12
2011/03/N/NZ2/03147,NZ2_1
2011/03/N/NZ2/03147,NZ3_11
2011/03/N/NZ3/01614,NZ3_1
2011/03/N/NZ3/01614,NZ1_1
2011/03/N/NZ3/01614,NZ1_2
2011/03/N/NZ4/02019,NZ5_7
2011/03/N/NZ4/02019,NZ1_1
2011/03/N/NZ4/02019,NZ1_3
2011/03/N/NZ4/03760,NZ4_4
2011/03/N/NZ4/03760,NZ5_7
2011/03/N/NZ4/03765,NZ4_4
2011/03/N/NZ4/03765,NZ7_14
2011/03/N/NZ5/05899,NZ5_3
2011/03/N/NZ5/05899,NZ2_2
2011/03/N/NZ5/05899,NZ3_1
2011/03/N/NZ6/03652,NZ6_2
2011/03/N/NZ7/01785,NZ7_14
2011/03/N/NZ7/06294,NZ4_4
2011/03/N/NZ7/06294,NZ3_7
2011/03/N/NZ7/06294,NZ4_9
2011/03/N/NZ8/00013,NZ8_8
2011/03/N/NZ9/00290,NZ9_1
2011/03/N/NZ9/02215,NZ9_8
2011/03/N/NZ9/02215,NZ8_9
2011/03/N/NZ9/02215,NZ9_9
2011/03/N/NZ9/04115,NZ9_1
2011/03/N/NZ9/04115,NZ1_1
2011/03/N/NZ9/05222,NZ2_2
2011/03/N/NZ9/05222,NZ4_9
2011/03/N/NZ9/05222,NZ9_2
2012/05/N/NZ1/00021,NZ1_1
2012/05/N/NZ1/00021,NZ1_10
2012/05/N/NZ1/00535,NZ1_1
2012/05/N/NZ1/00535,NZ1_2
2012/05/N/NZ1/01922,NZ1_1
2012/05/N/NZ1/01922,NZ1_2
2012/05/N/NZ1/01922,NZ1_4
2012/05/N/NZ1/02970,ST3_5
2012/05/N/NZ1/02970,NZ2_10
2012/05/N/NZ1/02970,ST6_13
2012/05/N/NZ2/00602,NZ5_1
2012/05/N/NZ2/00602,NZ2_1
2012/05/N/NZ2/00602,NZ2_2
2012/05/N/NZ2/00635,NZ2_1
2012/05/N/NZ2/00635,NZ2_2
2012/05/N/NZ2/00955,NZ2_1
2012/05/N/NZ2/00955,NZ1_1
2012/05/N/NZ2/00955,NZ3_10
2012/05/N/NZ2/01652,NZ1_4
2012/05/N/NZ2/01652,NZ2_7
2012/05/N/NZ2/01652,NZ2_8
2012/05/N/NZ2/01676,NZ2_2
2012/05/N/NZ2/01676,NZ1_9
2012/05/N/NZ2/01676,NZ2_1
2012/05/N/NZ3/00293,NZ3_1
2012/05/N/NZ3/00293,NZ3_12
2012/05/N/NZ3/00299,NZ3_7
2012/05/N/NZ3/00299,NZ3_1
2012/05/N/NZ4/02343,NZ4_2
2012/05/N/NZ4/02343,NZ4_6
2012/05/N/NZ4/02343,NZ2_3
2012/05/N/NZ4/02416,NZ4_4
2012/05/N/NZ4/02416,NZ4_7
2012/05/N/NZ4/02416,NZ4_12
2012/05/N/NZ4/02483,NZ5_3
2012/05/N/NZ4/02483,NZ5_5
2012/05/N/NZ4/02483,NZ5_7
2012/05/N/NZ4/02517,NZ4_5
2012/05/N/NZ5/00846,NZ5_3
2012/05/N/NZ5/02621,NZ5_5
2012/05/N/NZ5/02621,NZ6_2
2012/05/N/NZ5/02629,NZ5_1
2012/05/N/NZ5/02629,NZ2_1
2012/05/N/NZ6/00761,NZ3_3
2012/05/N/NZ6/00761,NZ6_1
2012/05/N/NZ6/00761,NZ6_3
2012/05/N/NZ6/02975,NZ6_5
2012/05/N/NZ6/02975,NZ3_1
2012/05/N/NZ6/02975,NZ1_1
2012/05/N/NZ7/00534,NZ7_14
2012/05/N/NZ7/00935,NZ7_2
2012/05/N/NZ7/00935,NZ7_15
2012/05/N/NZ7/01135,NZ7_14
2012/05/N/NZ7/01216,NZ7_16
2012/05/N/NZ7/02110,NZ7_14
2012/05/N/NZ7/02110,NZ1_2
2012/05/N/NZ7/02157,NZ7_12
2012/05/N/NZ7/02157,NZ7_14
2012/05/N/NZ7/02157,NZ7_16
2012/05/N/NZ8/00889,NZ8_2
2012/05/N/NZ8/00889,NZ8_9
2012/05/N/NZ8/00925,NZ8_8
2012/05/N/NZ8/00925,NZ8_2
2012/05/N/NZ8/01186,NZ8_1
2012/05/N/NZ8/01186,NZ8_2
2012/05/N/NZ8/01186,NZ8_12
2012/05/N/NZ9/01295,NZ9_1
2012/05/N/NZ9/01340,NZ9_2
2012/05/N/NZ9/02375,NZ8_7
2012/05/N/NZ9/02375,ST6_7
2012/05/N/NZ9/02405,NZ9_8
2012/05/N/NZ9/02405,NZ9_10
2012/05/N/NZ9/02405,NZ9_6
2012/05/N/NZ9/02436,NZ1_9
2012/05/N/NZ9/02436,NZ9_13
2012/05/N/NZ9/02444,NZ9_2
2012/07/N/NZ1/00006,NZ1_2
2012/07/N/NZ1/00006,NZ1_1
2012/07/N/NZ1/00006,NZ1_5
2012/07/N/NZ1/03079,NZ1_2
2012/07/N/NZ1/03079,NZ1_3
2012/07/N/NZ1/03079,ST4_13
2012/07/N/NZ1/03090,NZ7_15
2012/07/N/NZ1/03090,NZ1_2
2012/07/N/NZ2/01359,NZ2_7
2012/07/N/NZ2/01359,NZ1_9
2012/07/N/NZ2/01359,ST4_15
2012/07/N/NZ3/00342,NZ3_1
2012/07/N/NZ3/00342,NZ1_3
2012/07/N/NZ3/00495,NZ3_1
2012/07/N/NZ3/00495,NZ3_2
2012/07/N/NZ3/00495,NZ1_2
2012/07/N/NZ3/01661,NZ3_1
2012/07/N/NZ3/01661,NZ3_5
2012/07/N/NZ4/01969,NZ4_4
2012/07/N/NZ4/01969,NZ4_9
2012/07/N/NZ4/01969,NZ4_12
2012/07/N/NZ4/02569,NZ4_6
2012/07/N/NZ4/02569,NZ7_14
2012/07/N/NZ4/02569,NZ7_15
2012/07/N/NZ6/02971,NZ6_2
2012/07/N/NZ7/01136,NZ7_14
2012/07/N/NZ7/01136,NZ7_12
2012/07/N/NZ7/01142,NZ7_2
2012/07/N/NZ7/02110,NZ7_14
2012/07/N/NZ7/04315,NZ7_1
2012/07/N/NZ7/04315,NZ6_4
2012/07/N/NZ8/00062,NZ8_1
2012/07/N/NZ8/00062,NZ8_2
2012/07/N/NZ8/00062,NZ8_12
2012/07/N/NZ8/00129,NZ8_2
2012/07/N/NZ8/00129,NZ8_12
2012/07/N/NZ8/00166,NZ8_2
2012/07/N/NZ8/00166,NZ8_7
2012/07/N/NZ8/00599,NZ8_2
2012/07/N/NZ8/00599,NZ8_7
2012/07/N/NZ8/00599,NZ8_13
2012/07/N/NZ8/02363,NZ8_10
2012/07/N/NZ8/02363,NZ8_4
2012/07/N/NZ9/00037,NZ9_4
2012/07/N/NZ9/00041,NZ9_13
2012/07/N/NZ9/00939,NZ9_8
2012/07/N/NZ9/00939,NZ9_9
2012/07/N/NZ9/00959,NZ9_7
2012/07/N/NZ9/00959,NZ9_13
2012/07/N/NZ9/01751,NZ9_1
2012/07/N/NZ9/02050,NZ9_12
2012/07/N/NZ9/02050,NZ9_6
2015/17/N/NZ3/03773,NZ3_3
2015/17/N/NZ3/03773,NZ3_1
2015/17/N/NZ3/03773,NZ3_7
2013/09/N/NZ1/01031,NZ1_2
2013/09/N/NZ1/01031,NZ1_9
2013/09/N/NZ1/01859,NZ1_2
2014/13/N/NZ7/04231,NZ2_4
2014/13/N/NZ7/04231,NZ2_7
2014/13/N/NZ7/04231,NZ7_14
2013/09/N/NZ9/01275,NZ9_7
2013/09/N/NZ9/01275,NZ9_11
2013/09/N/NZ9/01275,NZ9_13
2013/09/N/NZ6/00805,NZ6_1
2013/09/N/NZ6/00805,NZ6_4
2013/09/N/NZ2/01979,NZ2_10
2013/09/N/NZ2/01979,NZ2_7
2013/11/N/NZ8/00930,NZ8_4
2013/11/N/NZ8/00930,NZ8_2
2013/11/N/NZ8/00930,NZ8_1
2013/09/N/NZ2/01221,NZ2_2
2013/09/N/NZ2/01221,NZ2_7
2013/09/N/NZ2/01221,NZ2_1
2013/11/N/NZ9/00070,NZ9_10
2013/11/N/NZ9/00070,NZ9_13
2013/09/N/NZ3/00204,NZ3_1
2013/11/N/NZ3/00197,NZ3_1
2013/11/N/NZ3/00197,NZ3_7
2013/09/N/NZ8/03211,NZ8_1
2013/09/N/NZ8/03211,NZ8_2
2013/09/N/NZ4/02052,NZ4_4
2013/09/N/NZ5/00811,NZ5_1
2013/09/N/NZ5/00811,NZ5_3
2013/09/N/NZ5/00811,NZ5_5
2013/09/N/NZ5/00830,NZ5_7
2013/09/N/NZ5/00836,NZ5_5
2013/09/N/NZ5/00836,NZ3_1
2013/09/N/NZ5/00836,NZ1_1
2013/09/N/NZ5/01831,NZ5_1
2013/09/N/NZ5/01831,NZ5_3
2013/09/N/NZ5/02505,NZ5_3
2013/09/N/NZ5/02505,NZ5_1
2013/09/N/NZ7/01459,NZ7_7
2013/09/N/NZ7/02125,NZ7_1
2013/09/N/NZ7/02125,NZ7_2
2013/09/N/NZ7/02125,NZ7_12
2013/09/N/NZ7/02143,NZ7_14
2013/09/N/NZ8/03204,NZ8_2
2013/09/N/NZ8/03204,NZ8_3
2013/09/N/NZ8/03220,NZ8_1
2013/09/N/NZ8/03234,NZ8_4
2013/09/N/NZ8/03234,NZ8_9
2013/09/N/NZ8/03234,NZ8_11
2013/09/N/NZ8/03247,NZ8_8
2013/09/N/NZ8/03247,NZ7_15
2014/15/N/NZ7/02983,NZ7_14
2014/15/N/NZ7/02983,NZ3_1
2013/09/N/NZ9/01650,NZ9_9
2014/15/N/NZ9/03914,NZ9_2
2013/09/N/NZ9/01898,NZ9_13
2013/09/N/NZ9/01898,NZ9_7
2014/15/N/NZ3/02155,NZ3_2
2014/15/N/NZ3/02155,NZ3_14
2014/15/N/NZ3/04493,NZ3_1
2014/15/N/NZ4/04561,NZ4_9
2014/15/N/NZ4/04561,NZ3_5
2014/13/N/NZ2/00587,NZ2_7
2014/13/N/NZ2/00587,NZ2_2
2013/11/N/NZ7/00380,NZ7_1
2013/11/N/NZ7/00380,NZ8_1
2013/11/N/NZ2/02524,NZ2_7
2013/11/N/NZ2/02524,NZ2_2
2015/17/N/NZ2/02092,NZ6_5
2015/17/N/NZ2/02092,NZ2_1
2015/17/N/NZ5/00331,NZ5_7
2015/17/N/NZ5/00331,NZ4_6
2015/17/N/NZ7/04101,NZ4_11
2015/17/N/NZ7/04101,NZ7_2
2015/17/N/NZ7/04101,NZ7_12
2015/17/N/NZ6/03504,NZ6_2
2015/17/N/NZ6/03504,NZ6_8
2015/17/N/NZ9/04133,NZ9_7
2015/17/N/NZ9/04133,NZ4_11
2015/17/N/NZ9/04133,NZ2_1
2015/17/N/NZ6/03517,NZ6_4
2013/11/N/NZ1/02384,NZ1_1
2013/11/N/NZ1/02384,NZ2_10
2013/11/N/NZ1/02384,NZ1_3
2013/11/N/NZ2/02483,NZ2_1
2013/11/N/NZ2/02483,NZ2_2
2013/11/N/NZ2/02483,NZ2_3
2013/11/N/NZ4/00226,NZ5_3
2013/11/N/NZ4/00226,NZ7_16
2013/11/N/NZ4/00226,NZ4_12
2013/11/N/NZ4/00310,NZ4_2
2013/11/N/NZ4/00310,NZ5_3
2013/11/N/NZ4/00310,NZ6_3
2015/17/N/NZ7/04096,NZ7_15
2015/17/N/NZ7/04096,NZ3_8
2015/17/N/NZ7/04096,NZ7_2
2013/11/N/NZ5/03388,NZ5_3
2013/11/N/NZ5/03388,NZ4_3
2013/11/N/NZ5/03740,NZ5_3
2013/11/N/NZ5/03740,NZ5_7
2013/11/N/NZ7/00358,NZ7_14
2015/17/N/NZ9/00954,NZ9_8
2015/17/N/NZ9/00954,NZ7_2
2015/17/N/NZ9/00954,NZ9_11
2013/11/N/NZ8/00611,NZ8_1
2013/11/N/NZ8/00611,NZ8_2
2013/11/N/NZ8/00611,NZ8_11
2013/11/N/NZ9/00116,NZ9_1
2013/11/N/NZ9/00116,NZ9_4
2013/11/N/NZ9/04594,NZ9_3
2013/11/N/NZ9/04594,NZ8_10
2013/11/N/NZ9/04594,NZ8_4
2015/17/N/NZ8/01575,NZ8_2
2015/17/N/NZ8/01575,NZ8_11
2014/15/N/NZ4/01704,NZ4_10
2014/15/N/NZ4/01704,NZ4_5
2015/17/N/NZ5/02596,NZ5_3
2015/17/N/NZ5/02596,NZ5_7
2015/17/N/NZ5/02596,NZ9_7
2015/17/N/NZ6/03501,NZ6_3
2015/17/N/NZ6/03501,NZ6_6
2014/15/N/NZ7/04092,NZ7_14
2014/15/N/NZ7/04092,NZ7_16
2015/17/N/NZ2/01924,NZ2_2
2015/17/N/NZ2/01924,NZ3_1
2015/17/N/NZ2/01924,NZ1_1
2015/17/N/NZ3/03626,NZ3_5
2015/17/N/NZ3/03626,NZ2_3
2015/17/N/NZ3/03626,NZ1_5
2015/17/N/NZ3/03644,NZ3_1
2015/17/N/NZ3/03644,NZ3_7
2015/17/N/NZ3/03644,NZ1_2
2015/17/N/NZ8/01653,NZ8_7
2015/17/N/NZ8/01653,NZ8_2
2015/17/N/NZ8/01653,NZ8_3
2014/13/N/NZ1/00049,NZ1_1
2014/13/N/NZ1/00049,NZ2_1
2014/13/N/NZ4/04809,NZ4_8
2014/13/N/NZ4/04809,NZ4_7
2014/13/N/NZ4/04809,NZ4_12
2014/13/N/NZ5/01344,NZ1_8
2014/13/N/NZ5/01344,ST5_10
2014/13/N/NZ5/01344,NZ5_8
2014/13/N/NZ5/03670,NZ5_1
2014/13/N/NZ5/03670,NZ5_5
2014/13/N/NZ5/03670,NZ1_2
2014/13/N/NZ7/00232,NZ7_12
2014/13/N/NZ7/00279,NZ7_14
2014/13/N/NZ7/00279,NZ4_9
2014/13/N/NZ7/00279,NZ4_11
2014/13/N/NZ7/00843,NZ7_1
2014/13/N/NZ7/00843,NZ2_11
2014/13/N/NZ8/02464,NZ8_1
2014/13/N/NZ9/00703,NZ9_1
2014/13/N/NZ9/00703,NZ9_13
